index,source,target,annotation
450,稍早最高领袖阿亚图拉·阿里·哈梅内伊(Ayatollah Ali Khamenei) 发布了一项大赦令，其中包括一些在最近的反政府抗议活动中被捕的囚犯。,"Earlier, Supreme Leader Ayatollah Ali Khamenei issued an amnesty order that included prisoners arrested during the recent anti-government protests.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Linguistic  Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Conventions Errors
[Critical]: None
[Major]: None
[Minor]: None

Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None

Design and Markup Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
451,气球事件更擦亮美国眼睛？,Did the balloon incident brighten up America's eyes?,"MQM annotations:
Accuracy Errors
[Minor]: [over-translation] - The phrase ""brighten up America's eyes"" is a bit too literal. A better translation would be something like ""open America's eyes"" or ""make America see clearly"".

Terminology Errors
[No error]

Linguistic Convention Errors
[No error]

Style Errors
[Minor]: [awkward expressions] - The phrase ""brighten up America's eyes"" sounds a bit unnatural.

Locale Conventions Errors
[No error]

Audience Appropriateness Errors
[No error]

Design and Markup Errors
[No error]

No-error"
452,加强限制技术出口到中国,Increasing restrictions on technology exports to China,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Linguistic Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Conventions Errors
[Critical]: None
[Major]: None
[Minor]: None

Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None

Design and Markup Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
453,据华尔街日报今天报道称，气球事件后，美国准备进一步收紧对华技术出口。,The Wall Street Journal reported today that the United States is prepared to further tighten its technology exports to China following the balloon incident.,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Linguistic Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Conventions Errors
[Critical]: None
[Major]: None
[Minor]: None

Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None

Design and Markup Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
454,现任和前任安全官员表示，上述气球事件突显了中国构成的国家安全威胁，并将为加强美国技术保护争取更多政治支持。,Current and former security officials said the balloon events highlight the national security threat posed by China and will seek more political support for enhanced U.S. technological protection.,"MQM annotations:
Accuracy Errors
[Minor]: [addition] - ""will seek"" should be ""will seek to"". The Chinese source does not explicitly express seeking, but rather implies that the balloon event creates an opportunity for something to happen.

Terminology Errors
[Minor]: [incorrect term choice] - ""technological protection"" could be more accurately translated as ""technology protection"" or ""protection of technology"" as it sounds more natural in English.

Linguistic Convention Errors
[No Error]

Style Errors
[Minor]: [awkward expressions] - The phrase ""balloon events"" is slightly awkward. It would sound more natural as ""balloon incident"" or ""balloon episode"".

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]

No-error"
455,美国称该气球携带了用于情报收集和通信的天线和传感器。,The United States claims that the balloon carried antennas and sensors for intelligence gathering and communications.,"MQM annotations:
Accuracy Errors
[Critical]: [no-error] - None
[Major]: [no-error] - None
[Minor]: [no-error] - None

Terminology Errors
[Critical]: [no-error] - None
[Major]: [no-error] - None
[Minor]: [no-error] - None

Linguistic  Convention Errors
[Critical]: [no-error] - None
[Major]: [no-error] - None
[Minor]: [no-error] - None

Style Errors
[Critical]: [no-error] - None
[Major]: [no-error] - None
[Minor]: [no-error] - None

Locale Conventions Errors
[Critical]: [no-error] - None
[Major]: [no-error] - None
[Minor]: [no-error] - None

Audience Appropriateness Errors
[Critical]: [no-error] - None
[Major]: [no-error] - None
[Minor]: [no-error] - None

Design and Markup Errors
[Critical]: [no-error] - None
[Major]: [no-error] - None
[Minor]: [no-error] - None

No-error"
456,据前美国中央情报局高级官员、现供职于华盛顿智库新美国安全中心的Martijn Rasser说。,"According to Martijn Rasser, a former senior CIA official who now works for the Washington think tank Center for a New American Security.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Linguistic Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Conventions Errors
[Critical]: None
[Major]: None
[Minor]: None

Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None

Design and Markup Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
457,“这无疑是火上浇油，支持了对华强硬派的观点”。,This is undoubtedly adding fuel to the fire and supporting the hardliners' point of view of China.,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Linguistic  Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Conventions Errors
[Critical]: None
[Major]: None
[Minor]: None

Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None

Design and Markup Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
458,白宫新闻秘书卡琳·让-皮埃尔(Karine Jean-Pierre)周四对记者表示，“我们还将考虑采取更大范围的行动，以揭露和应对中国更大规模的监视活动，这些活动对我们的国家安全以及我们的盟友和伙伴构成威胁。,"White House press secretary Karine Jean-Pierre told reporters on Thursday that ""we'll be considering broader actions to expose and respond to China's larger-scale surveillance activities that constitute a threat to our national security and that of our allies and partners"".","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Linguistic Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Conventions Errors
[Critical]: None
[Major]: None
[Minor]: None

Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None

Design and Markup Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
459,”美国官员说，他们已向30多个国家的政府通报了上述气球事件的情况，国际协调对于应对中国威胁至关重要。,"American officials said they have alerted governments of more than 30 countries about the balloon incident, and that international coordination was vital in responding to the Chinese threat.","MQM annotations:
Accuracy Errors
[No Error]: None

Terminology Errors
[No Error]: None

Linguistic Convention Errors
[No Error]: None

Style Errors
[No Error]: None

Locale Conventions Errors
[No Error]: None

Audience Appropriateness Errors
[No Error]: None

Design and Markup Errors
[No Error]: None

No-error"
460,战略与国际问题研究中心的高级研究员Emily Benso说，除了拜登政府的行动外，美国众议院新成立的美国与中国共产党战略竞争特设委员会也可能施压美国采取更严厉的措施来拖慢中国的发展。,"Emily Benso, a senior fellow at the Center for Strategic and International Studies, says in addition to the actions of the Biden administration, newly established House of Representatives Select Committee on Strategic Competition between the United States and the Communist Party of China may put pressure on the United States to take tougher measures to slow China's development.","MQM annotations:
Accuracy Errors
[Minor]: [over-translation] - ""美国众议院新成立的美国与中国共产党战略竞争特设委员会"" is translated as ""newly established House of Representatives Select Committee on Strategic Competition between the United States and the Communist Party of China"". The ""House of Representatives"" part is redundant as the committee is already specified as being part of the US Congress in English.

Terminology Errors
[No Error]

Linguistic Convention Errors
[No Error]

Style Errors
[Minor]: [awkward expressions] - ""says in addition to the actions of the Biden administration"" could be more elegantly phrased as ""says that, in addition to the actions of the Biden administration"".

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]

No-error"
461,土叙地震救灾夜以继日,The day after the Syrian earthquake relief,"MQM annotations:
Accuracy Errors
[Major]: [Mistranslation/Omission] - The translation omits the phrase ""night and day"" (夜以继日), which indicates continuous effort. The translation only mentions ""the day after.""

Terminology Errors
[Minor]: [Incorrect term choice] - ""Relief"" might be better translated as ""disaster relief"" or ""earthquake relief efforts"" for clarity, although ""relief"" is not incorrect.

Linguistic Convention Errors
[Minor]: [Grammar/Word Order] - Awkward phrasing. ""Syrian earthquake relief the day after"" is not natural English.

Style Errors
[Major]: [Unnatural flow] - The phrase ""The day after Syrian earthquake relief"" is stylistically awkward and should be rephrased to sound more natural.

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]

No-error"
462,土耳其与相接的叙利亚发生强震以来，来自几十个国家的救援队日以继夜地在数千座震毁建筑的废墟中辛勤工作，解救被埋在瓦砾下的幸存者。,"Since the earthquake hit Turkey and neighbouring Syria, rescue teams from dozens of countries have been working day and night in the rubble of thousands of destroyed buildings to rescue survivors buried in the rubble.","MQM annotations:
Accuracy Errors
[Critical]: No error
[Major]: No error
[Minor]: No error

Terminology Errors
[Critical]: No error
[Major]: No error
[Minor]: No error

Linguistic  Convention Errors
[Critical]: No error
[Major]: No error
[Minor]: No error

Style Errors
[Critical]: No error
[Major]: No error
[Minor]: No error

Locale Conventions Errors
[Critical]: No error
[Major]: No error
[Minor]: No error

Audience Appropriateness Errors
[Critical]: No error
[Major]: No error
[Minor]: No error

Design and Markup Errors
[Critical]: No error
[Major]: No error
[Minor]: No error

No-error"
463,在冰冷的温度下，他们经常呼吁保持安静，因为他们竭力想从破旧的混凝土堆中听到任何生命的声音。,"In the cold temperatures, they often call for silence, as they struggle to hear any sound of life through the rotting concrete.","MQM annotations:
Accuracy Errors
[Minor]: [over-translation] - ""rotting"" might be too strong of a word for ""破旧的"". Something like ""dilapidated"" or ""worn"" would be more appropriate.

Terminology Errors
[No error]

Linguistic  Convention Errors
[No error]

Style Errors
[Minor]: [awkward expressions] - The phrase ""they often call for silence, as they struggle"" is slightly awkward. It could be improved to something like ""they often call for silence as they struggle"".

Locale Conventions Errors
[No error]

Audience Appropriateness Errors
[No error]

Design and Markup Errors
[No error]

No-error"
464,据路透社今天报道称，又有两名妇女在地震废墟中幸存数日后被救出。,"Two more women were rescued from the rubble, days after they survived the quake, according to a report by Reuters today.","MQM annotations:
Accuracy Errors
[Critical]: [no-error] - No errors.
[Major]: [no-error] - No errors.
[Minor]: [no-error] - No errors.

Terminology Errors
[Critical]: [no-error] - No errors.
[Major]: [no-error] - No errors.
[Minor]: [no-error] - No errors.

Linguistic  Convention Errors
[Critical]: [no-error] - No errors.
[Major]: [no-error] - No errors.
[Minor]: [no-error] - No errors.

Style Errors
[Critical]: [no-error] - No errors.
[Major]: [no-error] - No errors.
[Minor]: [no-error] - No errors.

Locale Conventions Errors
[Critical]: [no-error] - No errors.
[Major]: [no-error] - No errors.
[Minor]: [no-error] - No errors.

Audience Appropriateness Errors
[Critical]: [no-error] - No errors.
[Major]: [no-error] - No errors.
[Minor]: [no-error] - No errors.

Design and Markup Errors
[Critical]: [no-error] - No errors.
[Major]: [no-error] - No errors.
[Minor]: [no-error] - No errors.

No-error"
465,"但是，地震造成的死亡人数攀升达24,150 人。","However, the death toll from the earthquake has soared to 24,150 people.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Linguistic Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Conventions Errors
[Critical]: None
[Major]: None
[Minor]: None

Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None

Design and Markup Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
466,"土耳其死亡人数为20,665 人，叙利亚死亡人数超过3,500 人。","The death toll in Turkey was 20,665, and in Syria more than 3,500.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Linguistic  Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Conventions Errors
[Critical]: None
[Major]: None
[Minor]: None

Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None

Design and Markup Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
467,"周一发生的7.8 级地震，在土耳其和叙利亚继续发生了几次强烈余震，是本世纪第七大致命自然灾害，超过了日本2011 年的地震和海啸，接近2003 年邻国伊朗地震造成的31,000 人死亡。","The 7.8-magnitude earthquake on Monday, which was followed by several strong aftershocks in Turkey and Syria, was the seventh deadliest natural disaster of the century, surpassing the 2011 Japanese earthquake and tsunami, which killed nearly 31,000 people, and the 2003 earthquake in neighboring Iran.","MQM annotations:
Accuracy Errors
[Major]: [Mistranslation] - The translation mentions the 2011 Japanese earthquake and tsunami killed nearly 31,000 people, but the Chinese text mentions that the recent earthquake death toll approached the 31,000 death toll in Iran's 2003 earthquake.

Terminology Errors
[Minor]: [Incorrect term choice] - ""Magnitude"" is missing. It should be ""7.8-magnitude earthquake.""

Linguistic Convention Errors
[Minor]: [Grammar] - There is an awkward phrasing using ""which killed nearly 31,000 people, and the 2003 earthquake in neighboring Iran."" It should be something like ""...surpassing the 2011 Japanese earthquake and tsunami and approaching the 31,000 deaths caused by the 2003 earthquake in neighboring Iran.""

Style Errors
[Major]: [Unnatural flow] - The sentence structure is somewhat awkward and could be smoother.

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]"
468,"1999 年在土耳其西北部发生的类似强烈地震造成17,000 多人丧生。","A similar strong earthquake in northwestern Turkey in 1999 killed more than 17,000 people.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Linguistic Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Conventions Errors
[Critical]: None
[Major]: None
[Minor]: None

Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None

Design and Markup Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
469,土耳其当局周六表示，在该地区发生20 年来最致命的地震后，两名妇女被困122 小时，救援人员在土耳其从倒塌建筑物的废墟中救出了这两名妇女。,"After the deadliest earthquake in the area in 20 years, two women were trapped for 122 hours after rescuers rescued the two women from the rubble of collapsed buildings in Turkey, Turkish authorities said Saturday.","MQM annotations:
Accuracy Errors
[Major]: [Mistranslation/Word order] - ""two women were trapped for 122 hours after rescuers rescued the two women"". The word order is awkward and implies the women were trapped *after* they were rescued. It should indicate they were trapped *for* 122 hours and *then* rescued.

Terminology Errors
[No error]

Linguistic  Convention Errors
[Minor]: [Linguistic Convention/Grammar] - ""authorities said Saturday"" sounds slightly unnatural. Better: ""authorities said on Saturday"".

Style Errors
[Major]: [Style/Awkward phrasing] - ""in the area in 20 years"" is awkward. Better: ""in the region for 20 years"" or ""in the region in the last 20 years.""

Locale Conventions Errors
[No error]

Audience Appropriateness Errors
[No error]

Design and Markup Errors
[No error]"
470,另一名受伤的55 岁男子被确认为Masallah Cicek，他是从土耳其东南部最大城市迪亚巴克尔一座倒塌建筑的废墟中救出来的。,"Another of the injured, identified as Masallah Cicek, a 55-year-old man, was rescued from the rubble of a collapsed building in Diyarbakir, the largest city in southeast Turkey.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Linguistic  Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Conventions Errors
[Critical]: None
[Major]: None
[Minor]: None

Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None

Design and Markup Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
471,越通社河内——越通社特派记者报道，在访问文莱达鲁萨兰国期间，2月11日上午，越南政府总理范明政与夫人走访了文莱达鲁萨兰大学（UBD，简称“文莱大学”）。,"In the morning of February 11, Prime Minister Van Minh Dung and his wife visited the University of Brunei Darussalam (UBD) during their official visit to Brunei Darussalam.","MQM annotations:
Accuracy Errors
[Major]: [Mistranslation] - The name ""范明政"" is translated as ""Van Minh Dung,"" which is incorrect. The correct translation is ""Pham Minh Chinh.""

Terminology Errors
[Minor]: [Missing Glossary Application] - UBD is correctly identified as University of Brunei Darussalam.

Linguistic  Convention Errors
[No error]:

Style Errors
[Minor]: [Awkward expressions] - ""In the morning of February 11"" could be slightly improved to ""On the morning of February 11"" for better flow.

Locale Conventions Errors
[No error]:

Audience Appropriateness Errors
[No error]:

Design and Markup Errors
[No error]:

No-error
[Minor]"
472,文莱大学是文莱最大的高等高等教育和科学研究中心，在本地区大学排行榜上位居第三。,"The University of Brunei is the largest centre for higher education and scientific research in Brunei, ranking third in the region among universities.","MQM annotations:
Accuracy Errors
[Major]: [Mistranslation] - The original text states that the university ranks third in ""the region"" (本地区). This is vague and could refer to Southeast Asia or a more specific region. The English translation doesn't provide sufficient context, and the assumption of ""the region among universities"" requires some interpretation. While the translation is not entirely wrong, the ambiguity of the source text is not addressed, leading to a slight loss of precision.

Terminology Errors
[Minor]: [Incorrect term choice] - Using ""centre"" (British spelling) may not be appropriate for all target audiences. American English prefers ""center"". While this doesn't affect understanding, it is a minor terminology issue.

Linguistic Convention Errors
[Minor]: [Punctuation Errors] - The comma before ""ranking"" is not necessary and could be removed for improved readability.

Style Errors
[Minor]: [Awkward expressions] - The phrasing ""ranking third in the region among universities"" is slightly awkward. Rewording to ""ranking third among universities in the region"" may improve the flow.

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]

No-error"
473,文莱大学是越南与文莱在教育培训合作中的象征之一。,The University of Brunei is one of the symbols of cooperation between Vietnam and Brunei in education and training.,"MQM annotations:
Accuracy Errors
[Major]: [Mistranslation/Entity] - The translation uses ""University of Brunei"" instead of ""Universiti Brunei Darussalam"" which is the official name of the university. While understandable, it is technically inaccurate and may confuse some readers.

Terminology Errors
[Minor]: [Incorrect term choice] - While not strictly a terminology error, using the full, official name ""Universiti Brunei Darussalam"" would be more appropriate in many contexts, especially when discussing international cooperation.

Linguistic Convention Errors
[No Error]: None

Style Errors
[Minor]: [Awkward phrasing] - ""One of the symbols"" can be slightly improved to ""a symbol"" depending on context. It is not wrong, but a more natural flow is possible.

Locale Conventions Errors
[No Error]: None

Audience Appropriateness Errors
[No Error]: None

Design and Markup Errors
[No Error]: None

No-error
```"
474,文莱大学于2013年7月正式与越南FPT大学建立合作关系，主要合作领域是英语培训。,"In July 2013, the University of Brunei formally established the partnership with FPT University in Vietnam, mainly in the field of English language training.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Linguistic Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Conventions Errors
[Critical]: None
[Major]: None
[Minor]: None

Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None

Design and Markup Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error
```"
475,除了英语、法语、德育、日语和韩语等外语外，文莱大学还将越南语纳入教学课程。,"In addition to foreign languages such as English, French, German, Japanese and Korean, the University of Brunei also includes Vietnamese in the curricula.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Linguistic  Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Conventions Errors
[Critical]: None
[Major]: None
[Minor]: None

Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None

Design and Markup Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
476,走访文莱大学时，越南政府总理范明政和夫人同越南语班的学生进行了交流。,"During her visit to Brunei University, the Prime Minister of Vietnam, Ms Van Minh, spoke with students in the Vietnamese language class.","MQM annotations:
Accuracy Errors
[Major]: [Mistranslation/Addition] - The source text states ""范明政和夫人"" which translates to ""Pham Minh Chinh and his wife"". The translation states ""Ms Van Minh"" which incorrectly refers to the Prime Minister and omits the wife. It also should be Prime Minister Pham Minh Chinh.

Terminology Errors
[Minor]: [Incorrect term choice] - ""Brunei University"" should be ""Universiti Brunei Darussalam"" for higher accuracy.

Linguistic Convention Errors
[No Error]

Style Errors
[Minor]: [Awkward expressions] - ""During her visit to Brunei University, the Prime Minister of Vietnam, Ms Van Minh, spoke with students"" sounds a little awkward. Better wording would be ""During his visit to Universiti Brunei Darussalam, the Prime Minister of Vietnam, Pham Minh Chinh, met with students...""

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]"
477,范明政总理为越来越多的外国人喜欢学习越南语而感到高兴，进而为把越南文化特色和风土人情形象推广到世界各地作出积极贡献。,"Prime Minister Van Myong is pleased that more and more foreigners are learning Vietnamese, and thus contribute actively to the promotion of the Vietnamese culture and identity around the world.","MQM annotations:
Accuracy Errors
[Major]: [Mistranslation] - ""Van Myong"" should be ""Pham Minh Chinh""
[Minor]: [Over-translation] - ""风土人情形象"" is translated as ""culture and identity"". It should be ""culture, people, and landscape"".

Terminology Errors
[Minor]: [Incorrect term choice] - ""identity"" is not the best word to describe ""风土人情形象"".

Linguistic Convention Errors
[No error]

Style Errors
[Minor]: [Unnatural flow] - The phrase ""and thus contribute actively"" can be improved.

Locale Conventions Errors
[No error]

Audience Appropriateness Errors
[No error]

Design and Markup Errors
[No error]

No-error"
478,政府总理范明政表示相信并希望文莱大学的越南语教师队伍日益强大；越南语班的学员越来越对越南语感兴趣，努力学习，能够早日使用流利的越南语，并成为越文两国友好合作关系的使者。,"Prime Minister Van Minh Chieu expressed his confidence and hope that the Vietnamese language teaching staff at Brunei University will grow stronger and stronger; the students in Vietnamese language classes will be more and more interested in Vietnamese, will study hard, will be able to speak Vietnamese fluently, and will become ambassadors for bilateral friendly cooperation between the countries.","MQM annotations:
Accuracy Errors
[Major]: [mistranslation] - ""范明政 (Phạm Minh Chính)"" is translated to ""Van Minh Chieu"". This is a factual error.

Terminology Errors
[Minor]: [incorrect term choice] - ""使者"" translated as ""ambassadors"". While not entirely incorrect, ""envoys"" or ""messengers"" might be slightly more appropriate in this context of friendly cooperation.

Linguistic  Convention Errors
[Minor]: [grammar] - ""will be more and more interested in Vietnamese, will study hard, will be able to speak Vietnamese fluently,"" could be improved for flow. Something like ""will become increasingly interested in Vietnamese, study diligently, and eventually speak the language fluently"" sounds more natural.

Style Errors
[Minor]: [awkward expressions] - ""bilateral friendly cooperation between the countries"" sounds slightly redundant. ""Bilateral friendly relations"" would be more concise.

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]"
479,趁此机会，范明政总理还通过视频方式与正在岘港市FPT-UBD全球中心学习英语的越南学生进行交流，了解他们特别是在疫情期间的学习情况。,"The Prime Minister also used the opportunity to interact via video with Vietnamese students studying English at the FPT-UBD Global Centre in Hangzhou to learn about their learning, especially during the pandemic.","MQM annotations:
Accuracy Errors
[Major]: [Mistranslation] - The FPT-UBD Global Centre is located in Da Nang (岘港市), not Hangzhou.

Terminology Errors
[Minor]: [Incorrect term choice] - ""Used the opportunity"" is a literal translation that sounds a bit awkward. ""Took the opportunity"" or ""availed himself of the opportunity"" would be better.

Linguistic Convention Errors
[Minor]: [Grammar mistakes] - ""To learn about their learning"" is slightly redundant and could be rephrased for better flow (e.g., ""to learn about their experiences,"" or ""to learn about their studies"").

Style Errors
[Minor]: [Awkward expressions] - ""Interact via video"" could be more naturally phrased as ""interact via video call"" or ""speak via video"".

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]

No-error"
480,政府总理范明政认为，越南FPT大学与文莱大学之间的合作关系特别是FPT-UBD全球中心是越南与文莱教育合作关系中的生动象征。,"Prime Minister Phan Minh Tri believes that the partnership between FPT University of Vietnam and Brunei University, especially the FPT-UBD Global Centre, is a living symbol of the education cooperation between Vietnam and Brunei.","MQM annotations:
Accuracy Errors
[Minor]: [Mistranslation/Name] - ""Phan Minh Tri"" should be ""Phạm Minh Chính"" (Prime Minister's name)

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Minor]: [Awkward phrasing] - ""living symbol"" could be slightly more natural as ""vivid symbol"" or ""prime example"".

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]

No-error"
481,越通社河内——越通社特派记者报道，越南政府总理范明政和夫妇对新加坡和文莱进行正式访问已圆满成功，并取得了全面、务实且具体的成果。,"The official visit of Vietnamese government minister of state, Mr. Van Minh Dung, and the couple to Singapore and Brunei has been a success, with comprehensive, practical and concrete results.","MQM annotations:
Accuracy Errors
[Critical]: [mistranslation/entity] - ""范明政"" (Fan Mingzheng) is mistranslated as ""Van Minh Dung"". This is a critical error as it misidentifies the person.
[Critical]: [omission] - The translation omits ""越通社特派记者报道"" (Vietnam News Agency special correspondent reports). This changes the context and source information.

Terminology Errors
[Minor]: [incorrect term choice] - ""government minister of state"" is a less common and slightly awkward way to refer to a Prime Minister compared to simply ""Prime Minister"".

Linguistic Convention Errors
[Minor]: [grammar/word order] - ""and the couple"" is grammatically correct, but stylistically a bit awkward. A better phrasing would be ""and his wife"" or ""and his spouse"" for clarity and naturalness in this context.

Style Errors
[Major]: [unnatural flow] - ""The official visit of Vietnamese government minister of state, Mr. Van Minh Dung, and the couple to Singapore and Brunei has been a success..."" is slightly awkward and could be more concise and natural.

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]"
482,在出访新加坡和文莱的三天之内，范明政总理共参加了30多项不同的活动。,"During his three-day visit to Singapore and Brunei, PM Van der Meer participated in more than 30 different events.","MQM annotations:
Accuracy Errors
[Major]: [Mistranslation] - ""范明政"" is mistranslated as ""Van der Meer."" It should be ""Pham Minh Chinh.""

Terminology Errors
[Minor]: [Incorrect term choice] - ""PM"" is used, which is understandable but not as formal as ""Prime Minister.""

Linguistic Convention Errors
[No error]

Style Errors
[Minor]: [Awkward expressions] - While grammatically correct, ""participated in more than 30 different events"" could be slightly more concise and natural. A slight rewording like ""attended over 30 events"" might sound better.

Locale Conventions Errors
[No error]

Audience Appropriateness Errors
[No error]

Design and Markup Errors
[No error]

No-error"
483,所取得的成效为促进越新两国战略伙伴关系和越文全面伙伴关系不断朝着更深、更广和有效的方向发展注入了新的动力。,"It is a success that provides new impetus to the development of the Vietnam-Vietnam strategic partnership and the Vietnamese-Vietnamese comprehensive partnership in a deeper, broader and more effective direction.","MQM annotations:
Accuracy Errors
[Critical]: [mistranslation/addition] - ""Vietnam-Vietnam"" and ""Vietnamese-Vietnamese"" are incorrect. The source refers to Vietnam and another country, likely named ""Xin"". The translation repeatedly translates ""Xin"" as ""Vietnam"".

Terminology Errors
[Minor]: [incorrect term choice] - ""impetus"" is a slightly awkward word choice. ""Momentum"" or ""boost"" might be more natural.

Linguistic Convention Errors
[Minor]: [grammar] - The use of ""It is a success that..."" is grammatically correct, but stylistically awkward.

Style Errors
[Major]: [awkward expressions] - The overall flow is awkward and unnatural, particularly the repetition of ""Vietnam"" when it's clear the intention is to refer to a relationship between Vietnam and another country. The phrase ""in a deeper, broader and more effective direction"" is also somewhat redundant and could be phrased more concisely.

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]"
