index,rater,source,target,category,severity
444,56197218,还出现有一个声音高喊“伊斯兰共和国去死”。,"There was also a cry saying, ""Death to the Islamic Republic!""",Fluency/Punctuation,Minor
445,56197218,据路透社今天报道称，伊朗纪念革命周年，黑客中断国家电视台报道。,"Iranian state TV was hacked on the anniversary of the revolution, Reuters reported today.",Style/Unnatural or awkward,Minor
446,56197218,伊朗官方纪念伊朗革命44 周年，莱西的强硬派政府面临着要求他们下台的年轻抗议者提出的最大胆的挑战，但莱西仍然呼吁“受骗的青年”悔改，这样他们才能得到伊朗最高领导人的赦免。,"On the 44th anniversary of the Iranian Revolution, Lacey's hardline government faced its greatest challenge yet from the young protesters demanding their ouster, but Lacey still called on the deceived youth to repent so they can be pardoned by Iran's supreme leader.",Accuracy/Mistranslation,Major
446,56197218,伊朗官方纪念伊朗革命44 周年，莱西的强硬派政府面临着要求他们下台的年轻抗议者提出的最大胆的挑战，但莱西仍然呼吁“受骗的青年”悔改，这样他们才能得到伊朗最高领导人的赦免。,"On the 44th anniversary of the Iranian Revolution, Lacey's hardline government faced its greatest challenge yet from the young protesters demanding their ouster, but Lacey still called on the deceived youth to repent so they can be pardoned by Iran's supreme leader.",Accuracy/Mistranslation,Major
446,56197218,伊朗官方纪念伊朗革命44 周年，莱西的强硬派政府面临着要求他们下台的年轻抗议者提出的最大胆的挑战，但莱西仍然呼吁“受骗的青年”悔改，这样他们才能得到伊朗最高领导人的赦免。,"On the 44th anniversary of the Iranian Revolution, Lacey's hardline government faced its greatest challenge yet from the young protesters demanding their ouster, but Lacey still called on the deceived youth to repent so they can be pardoned by Iran's supreme leader.",Fluency/Inconsistency,Major
446,56197218,伊朗官方纪念伊朗革命44 周年，莱西的强硬派政府面临着要求他们下台的年轻抗议者提出的最大胆的挑战，但莱西仍然呼吁“受骗的青年”悔改，这样他们才能得到伊朗最高领导人的赦免。,"On the 44th anniversary of the Iranian Revolution, Lacey's hardline government faced its greatest challenge yet from the young protesters demanding their ouster, but Lacey still called on the deceived youth to repent so they can be pardoned by Iran's supreme leader.",Fluency/Inconsistency,Major
446,56197218,伊朗官方纪念伊朗革命44 周年，莱西的强硬派政府面临着要求他们下台的年轻抗议者提出的最大胆的挑战，但莱西仍然呼吁“受骗的青年”悔改，这样他们才能得到伊朗最高领导人的赦免。,"On the 44th anniversary of the Iranian Revolution, Lacey's hardline government faced its greatest challenge yet from the young protesters demanding their ouster, but Lacey still called on the deceived youth to repent so they can be pardoned by Iran's supreme leader.",Fluency/Grammar,Minor
447,56197218,22 岁的阿米尼Mahsa Amini 于9 月在该国道德警察的拘禁中死亡后，全国范围内的抗议活动席卷仍然在伊朗。,"Nationwide protests continue in Iran following the death of Mahsa Amini, 22, in the custody of the country's Moral Police in September.",Accuracy/Omission,Minor
447,56197218,22 岁的阿米尼Mahsa Amini 于9 月在该国道德警察的拘禁中死亡后，全国范围内的抗议活动席卷仍然在伊朗。,"Nationwide protests continue in Iran following the death of Mahsa Amini, 22, in the custody of the country's Moral Police in September.",Fluency/Spelling,Minor
447,56197218,22 岁的阿米尼Mahsa Amini 于9 月在该国道德警察的拘禁中死亡后，全国范围内的抗议活动席卷仍然在伊朗。,"Nationwide protests continue in Iran following the death of Mahsa Amini, 22, in the custody of the country's Moral Police in September.",Style/Bad sentence structure,Minor
447,56197218,22 岁的阿米尼Mahsa Amini 于9 月在该国道德警察的拘禁中死亡后，全国范围内的抗议活动席卷仍然在伊朗。,"Nationwide protests continue in Iran following the death of Mahsa Amini, 22, in the custody of the country's Moral Police in September.",Style/Unnatural or awkward,Minor
448,56197218,伊朗安全部队对抗议活动进行致命镇压，这是伊斯兰共和国自1979 年革命推翻2500 年君主制以来面临的最强大挑战之一。,"The deadly crackdown on protests by Iranian security forces is one of the most powerful challenges facing the Islamic Republic since the 1979 revolution overthrew the 2,500-year-old monarchy.",Style/Unnatural or awkward,Minor
449,56197218,作为纪念革命周年大赦的一部分，伊朗当局于周五释放了绝食抗议的被监禁的持不同政见者法哈德·梅萨米和伊朗-法国学者法里巴·阿德尔哈。,"As part of amnesty to mark the anniversary of the revolution, Iranian authorities have freed jailed dissidents Fahad Messami and Iranian-French scholar Fariba Adelha on Friday, as part of a hunger strike.",Accuracy/Mistranslation,Minor
449,56197218,作为纪念革命周年大赦的一部分，伊朗当局于周五释放了绝食抗议的被监禁的持不同政见者法哈德·梅萨米和伊朗-法国学者法里巴·阿德尔哈。,"As part of amnesty to mark the anniversary of the revolution, Iranian authorities have freed jailed dissidents Fahad Messami and Iranian-French scholar Fariba Adelha on Friday, as part of a hunger strike.",Fluency/Grammar,Minor
449,56197218,作为纪念革命周年大赦的一部分，伊朗当局于周五释放了绝食抗议的被监禁的持不同政见者法哈德·梅萨米和伊朗-法国学者法里巴·阿德尔哈。,"As part of amnesty to mark the anniversary of the revolution, Iranian authorities have freed jailed dissidents Fahad Messami and Iranian-French scholar Fariba Adelha on Friday, as part of a hunger strike.",Fluency/Spelling,Minor
449,56197218,作为纪念革命周年大赦的一部分，伊朗当局于周五释放了绝食抗议的被监禁的持不同政见者法哈德·梅萨米和伊朗-法国学者法里巴·阿德尔哈。,"As part of amnesty to mark the anniversary of the revolution, Iranian authorities have freed jailed dissidents Fahad Messami and Iranian-French scholar Fariba Adelha on Friday, as part of a hunger strike.",Fluency/Spelling,Minor
450,56197218,稍早最高领袖阿亚图拉·阿里·哈梅内伊(Ayatollah Ali Khamenei) 发布了一项大赦令，其中包括一些在最近的反政府抗议活动中被捕的囚犯。,"Earlier, Supreme Leader Ayatollah Ali Khamenei issued an amnesty order that included prisoners arrested during the recent anti-government protests.",Fluency/Inconsistency,Minor
451,56529284,气球事件更擦亮美国眼睛？,Did the balloon incident brighten up America's eyes?,Found,HOTW-test
451,56529284,气球事件更擦亮美国眼睛？,Did the balloon incident brighten up America's eyes?,No-error,No-error
452,56529284,加强限制技术出口到中国,Increasing restrictions on technology exports to China,No-error,No-error
453,56529284,据华尔街日报今天报道称，气球事件后，美国准备进一步收紧对华技术出口。,The Wall Street Journal reported today that the United States is prepared to further tighten its technology exports to China following the balloon incident.,No-error,No-error
454,56529284,现任和前任安全官员表示，上述气球事件突显了中国构成的国家安全威胁，并将为加强美国技术保护争取更多政治支持。,Current and former security officials said the balloon events highlight the national security threat posed by China and will seek more political support for enhanced U.S. technological protection.,Fluency/Inconsistency,Minor
455,56529284,美国称该气球携带了用于情报收集和通信的天线和传感器。,The United States claims that the balloon carried antennas and sensors for intelligence gathering and communications.,No-error,No-error
456,56529284,据前美国中央情报局高级官员、现供职于华盛顿智库新美国安全中心的Martijn Rasser说。,"According to Martijn Rasser, a former senior CIA official who now works for the Washington think tank Center for a New American Security.",Accuracy/Omission,Minor
456,56529284,据前美国中央情报局高级官员、现供职于华盛顿智库新美国安全中心的Martijn Rasser说。,"According to Martijn Rasser, a former senior CIA official who now works for the Washington think tank Center for a New American Security.",Fluency/Punctuation,Minor
457,56529284,“这无疑是火上浇油，支持了对华强硬派的观点”。,This is undoubtedly adding fuel to the fire and supporting the hardliners' point of view of China.,Accuracy/Omission,Minor
457,56529284,“这无疑是火上浇油，支持了对华强硬派的观点”。,This is undoubtedly adding fuel to the fire and supporting the hardliners' point of view of China.,Accuracy/Omission,Minor
458,56529284,白宫新闻秘书卡琳·让-皮埃尔(Karine Jean-Pierre)周四对记者表示，“我们还将考虑采取更大范围的行动，以揭露和应对中国更大规模的监视活动，这些活动对我们的国家安全以及我们的盟友和伙伴构成威胁。,"White House press secretary Karine Jean-Pierre told reporters on Thursday that ""we'll be considering broader actions to expose and respond to China's larger-scale surveillance activities that constitute a threat to our national security and that of our allies and partners"".",No-error,No-error
459,56529284,”美国官员说，他们已向30多个国家的政府通报了上述气球事件的情况，国际协调对于应对中国威胁至关重要。,"American officials said they have alerted governments of more than 30 countries about the balloon incident, and that international coordination was vital in responding to the Chinese threat.",Fluency/Grammar,Minor
460,56529284,战略与国际问题研究中心的高级研究员Emily Benso说，除了拜登政府的行动外，美国众议院新成立的美国与中国共产党战略竞争特设委员会也可能施压美国采取更严厉的措施来拖慢中国的发展。,"Emily Benso, a senior fellow at the Center for Strategic and International Studies, says in addition to the actions of the Biden administration, newly established House of Representatives Select Committee on Strategic Competition between the United States and the Communist Party of China may put pressure on the United States to take tougher measures to slow China's development.",No-error,No-error
461,53300799,土叙地震救灾夜以继日,The day after the Syrian earthquake relief,Accuracy/Mistranslation,Major
461,53300799,土叙地震救灾夜以继日,The day after the Syrian earthquake relief,Accuracy/Omission,Major
462,53300799,土耳其与相接的叙利亚发生强震以来，来自几十个国家的救援队日以继夜地在数千座震毁建筑的废墟中辛勤工作，解救被埋在瓦砾下的幸存者。,"Since the earthquake hit Turkey and neighbouring Syria, rescue teams from dozens of countries have been working day and night in the rubble of thousands of destroyed buildings to rescue survivors buried in the rubble.",No-error,No-error
463,53300799,在冰冷的温度下，他们经常呼吁保持安静，因为他们竭力想从破旧的混凝土堆中听到任何生命的声音。,"In the cold temperatures, they often call for silence, as they struggle to hear any sound of life through the rotting concrete.",Style/Unnatural or awkward,Minor
464,53300799,据路透社今天报道称，又有两名妇女在地震废墟中幸存数日后被救出。,"Two more women were rescued from the rubble, days after they survived the quake, according to a report by Reuters today.",Style/Unnatural or awkward,Minor
465,53300799,"但是，地震造成的死亡人数攀升达24,150 人。","However, the death toll from the earthquake has soared to 24,150 people.",Found,HOTW-test
465,53300799,"但是，地震造成的死亡人数攀升达24,150 人。","However, the death toll from the earthquake has soared to 24,150 people.",No-error,No-error
466,53300799,"土耳其死亡人数为20,665 人，叙利亚死亡人数超过3,500 人。","The death toll in Turkey was 20,665, and in Syria more than 3,500.",Style/Unnatural or awkward,Minor
467,53300799,"周一发生的7.8 级地震，在土耳其和叙利亚继续发生了几次强烈余震，是本世纪第七大致命自然灾害，超过了日本2011 年的地震和海啸，接近2003 年邻国伊朗地震造成的31,000 人死亡。","The 7.8-magnitude earthquake on Monday, which was followed by several strong aftershocks in Turkey and Syria, was the seventh deadliest natural disaster of the century, surpassing the 2011 Japanese earthquake and tsunami, which killed nearly 31,000 people, and the 2003 earthquake in neighboring Iran.",Accuracy/Mistranslation,Major
467,53300799,"周一发生的7.8 级地震，在土耳其和叙利亚继续发生了几次强烈余震，是本世纪第七大致命自然灾害，超过了日本2011 年的地震和海啸，接近2003 年邻国伊朗地震造成的31,000 人死亡。","The 7.8-magnitude earthquake on Monday, which was followed by several strong aftershocks in Turkey and Syria, was the seventh deadliest natural disaster of the century, surpassing the 2011 Japanese earthquake and tsunami, which killed nearly 31,000 people, and the 2003 earthquake in neighboring Iran.",Accuracy/Omission,Major
468,53300799,"1999 年在土耳其西北部发生的类似强烈地震造成17,000 多人丧生。","A similar strong earthquake in northwestern Turkey in 1999 killed more than 17,000 people.",No-error,No-error
469,53300799,土耳其当局周六表示，在该地区发生20 年来最致命的地震后，两名妇女被困122 小时，救援人员在土耳其从倒塌建筑物的废墟中救出了这两名妇女。,"After the deadliest earthquake in the area in 20 years, two women were trapped for 122 hours after rescuers rescued the two women from the rubble of collapsed buildings in Turkey, Turkish authorities said Saturday.",Accuracy/Mistranslation,Major
469,53300799,土耳其当局周六表示，在该地区发生20 年来最致命的地震后，两名妇女被困122 小时，救援人员在土耳其从倒塌建筑物的废墟中救出了这两名妇女。,"After the deadliest earthquake in the area in 20 years, two women were trapped for 122 hours after rescuers rescued the two women from the rubble of collapsed buildings in Turkey, Turkish authorities said Saturday.",Style/Bad sentence structure,Minor
469,53300799,土耳其当局周六表示，在该地区发生20 年来最致命的地震后，两名妇女被困122 小时，救援人员在土耳其从倒塌建筑物的废墟中救出了这两名妇女。,"After the deadliest earthquake in the area in 20 years, two women were trapped for 122 hours after rescuers rescued the two women from the rubble of collapsed buildings in Turkey, Turkish authorities said Saturday.",Style/Unnatural or awkward,Minor
470,53300799,另一名受伤的55 岁男子被确认为Masallah Cicek，他是从土耳其东南部最大城市迪亚巴克尔一座倒塌建筑的废墟中救出来的。,"Another of the injured, identified as Masallah Cicek, a 55-year-old man, was rescued from the rubble of a collapsed building in Diyarbakir, the largest city in southeast Turkey.",Style/Unnatural or awkward,Minor
471,53300797,越通社河内——越通社特派记者报道，在访问文莱达鲁萨兰国期间，2月11日上午，越南政府总理范明政与夫人走访了文莱达鲁萨兰大学（UBD，简称“文莱大学”）。,"In the morning of February 11, Prime Minister Van Minh Dung and his wife visited the University of Brunei Darussalam (UBD) during their official visit to Brunei Darussalam.",Accuracy/Omission,Major
471,53300797,越通社河内——越通社特派记者报道，在访问文莱达鲁萨兰国期间，2月11日上午，越南政府总理范明政与夫人走访了文莱达鲁萨兰大学（UBD，简称“文莱大学”）。,"In the morning of February 11, Prime Minister Van Minh Dung and his wife visited the University of Brunei Darussalam (UBD) during their official visit to Brunei Darussalam.",Fluency/Grammar,Minor
471,53300797,越通社河内——越通社特派记者报道，在访问文莱达鲁萨兰国期间，2月11日上午，越南政府总理范明政与夫人走访了文莱达鲁萨兰大学（UBD，简称“文莱大学”）。,"In the morning of February 11, Prime Minister Van Minh Dung and his wife visited the University of Brunei Darussalam (UBD) during their official visit to Brunei Darussalam.",Locale convention/Name format,Minor
472,53300797,文莱大学是文莱最大的高等高等教育和科学研究中心，在本地区大学排行榜上位居第三。,"The University of Brunei is the largest centre for higher education and scientific research in Brunei, ranking third in the region among universities.",Fluency/Spelling,Minor
473,53300797,文莱大学是越南与文莱在教育培训合作中的象征之一。,The University of Brunei is one of the symbols of cooperation between Vietnam and Brunei in education and training.,Accuracy/Mistranslation,Major
474,53300797,文莱大学于2013年7月正式与越南FPT大学建立合作关系，主要合作领域是英语培训。,"In July 2013, the University of Brunei formally established the partnership with FPT University in Vietnam, mainly in the field of English language training.",Fluency/Grammar,Minor
474,53300797,文莱大学于2013年7月正式与越南FPT大学建立合作关系，主要合作领域是英语培训。,"In July 2013, the University of Brunei formally established the partnership with FPT University in Vietnam, mainly in the field of English language training.",Style/Unnatural or awkward,Minor
475,53300797,除了英语、法语、德育、日语和韩语等外语外，文莱大学还将越南语纳入教学课程。,"In addition to foreign languages such as English, French, German, Japanese and Korean, the University of Brunei also includes Vietnamese in the curricula.",Fluency/Punctuation,Minor
475,53300797,除了英语、法语、德育、日语和韩语等外语外，文莱大学还将越南语纳入教学课程。,"In addition to foreign languages such as English, French, German, Japanese and Korean, the University of Brunei also includes Vietnamese in the curricula.",Source issue,Minor
476,53300797,走访文莱大学时，越南政府总理范明政和夫人同越南语班的学生进行了交流。,"During her visit to Brunei University, the Prime Minister of Vietnam, Ms Van Minh, spoke with students in the Vietnamese language class.",Locale convention/Name format,Minor
476,53300797,走访文莱大学时，越南政府总理范明政和夫人同越南语班的学生进行了交流。,"During her visit to Brunei University, the Prime Minister of Vietnam, Ms Van Minh, spoke with students in the Vietnamese language class.",Style/Unnatural or awkward,Minor
477,53300797,范明政总理为越来越多的外国人喜欢学习越南语而感到高兴，进而为把越南文化特色和风土人情形象推广到世界各地作出积极贡献。,"Prime Minister Van Myong is pleased that more and more foreigners are learning Vietnamese, and thus contribute actively to the promotion of the Vietnamese culture and identity around the world.",Accuracy/Mistranslation,Major
477,53300797,范明政总理为越来越多的外国人喜欢学习越南语而感到高兴，进而为把越南文化特色和风土人情形象推广到世界各地作出积极贡献。,"Prime Minister Van Myong is pleased that more and more foreigners are learning Vietnamese, and thus contribute actively to the promotion of the Vietnamese culture and identity around the world.",Accuracy/Mistranslation,Major
477,53300797,范明政总理为越来越多的外国人喜欢学习越南语而感到高兴，进而为把越南文化特色和风土人情形象推广到世界各地作出积极贡献。,"Prime Minister Van Myong is pleased that more and more foreigners are learning Vietnamese, and thus contribute actively to the promotion of the Vietnamese culture and identity around the world.",Fluency/Punctuation,Minor
477,53300797,范明政总理为越来越多的外国人喜欢学习越南语而感到高兴，进而为把越南文化特色和风土人情形象推广到世界各地作出积极贡献。,"Prime Minister Van Myong is pleased that more and more foreigners are learning Vietnamese, and thus contribute actively to the promotion of the Vietnamese culture and identity around the world.",Locale convention/Name format,Minor
477,53300797,范明政总理为越来越多的外国人喜欢学习越南语而感到高兴，进而为把越南文化特色和风土人情形象推广到世界各地作出积极贡献。,"Prime Minister Van Myong is pleased that more and more foreigners are learning Vietnamese, and thus contribute actively to the promotion of the Vietnamese culture and identity around the world.",Style/Unnatural or awkward,Minor
478,53300797,政府总理范明政表示相信并希望文莱大学的越南语教师队伍日益强大；越南语班的学员越来越对越南语感兴趣，努力学习，能够早日使用流利的越南语，并成为越文两国友好合作关系的使者。,"Prime Minister Van Minh Chieu expressed his confidence and hope that the Vietnamese language teaching staff at Brunei University will grow stronger and stronger; the students in Vietnamese language classes will be more and more interested in Vietnamese, will study hard, will be able to speak Vietnamese fluently, and will become ambassadors for bilateral friendly cooperation between the countries.",Locale convention/Name format,Minor
478,53300797,政府总理范明政表示相信并希望文莱大学的越南语教师队伍日益强大；越南语班的学员越来越对越南语感兴趣，努力学习，能够早日使用流利的越南语，并成为越文两国友好合作关系的使者。,"Prime Minister Van Minh Chieu expressed his confidence and hope that the Vietnamese language teaching staff at Brunei University will grow stronger and stronger; the students in Vietnamese language classes will be more and more interested in Vietnamese, will study hard, will be able to speak Vietnamese fluently, and will become ambassadors for bilateral friendly cooperation between the countries.",Style/Unnatural or awkward,Minor
478,53300797,政府总理范明政表示相信并希望文莱大学的越南语教师队伍日益强大；越南语班的学员越来越对越南语感兴趣，努力学习，能够早日使用流利的越南语，并成为越文两国友好合作关系的使者。,"Prime Minister Van Minh Chieu expressed his confidence and hope that the Vietnamese language teaching staff at Brunei University will grow stronger and stronger; the students in Vietnamese language classes will be more and more interested in Vietnamese, will study hard, will be able to speak Vietnamese fluently, and will become ambassadors for bilateral friendly cooperation between the countries.",Style/Unnatural or awkward,Minor
478,53300797,政府总理范明政表示相信并希望文莱大学的越南语教师队伍日益强大；越南语班的学员越来越对越南语感兴趣，努力学习，能够早日使用流利的越南语，并成为越文两国友好合作关系的使者。,"Prime Minister Van Minh Chieu expressed his confidence and hope that the Vietnamese language teaching staff at Brunei University will grow stronger and stronger; the students in Vietnamese language classes will be more and more interested in Vietnamese, will study hard, will be able to speak Vietnamese fluently, and will become ambassadors for bilateral friendly cooperation between the countries.",Style/Unnatural or awkward,Minor
478,53300797,政府总理范明政表示相信并希望文莱大学的越南语教师队伍日益强大；越南语班的学员越来越对越南语感兴趣，努力学习，能够早日使用流利的越南语，并成为越文两国友好合作关系的使者。,"Prime Minister Van Minh Chieu expressed his confidence and hope that the Vietnamese language teaching staff at Brunei University will grow stronger and stronger; the students in Vietnamese language classes will be more and more interested in Vietnamese, will study hard, will be able to speak Vietnamese fluently, and will become ambassadors for bilateral friendly cooperation between the countries.",Style/Unnatural or awkward,Minor
478,53300797,政府总理范明政表示相信并希望文莱大学的越南语教师队伍日益强大；越南语班的学员越来越对越南语感兴趣，努力学习，能够早日使用流利的越南语，并成为越文两国友好合作关系的使者。,"Prime Minister Van Minh Chieu expressed his confidence and hope that the Vietnamese language teaching staff at Brunei University will grow stronger and stronger; the students in Vietnamese language classes will be more and more interested in Vietnamese, will study hard, will be able to speak Vietnamese fluently, and will become ambassadors for bilateral friendly cooperation between the countries.",Style/Unnatural or awkward,Minor
478,53300797,政府总理范明政表示相信并希望文莱大学的越南语教师队伍日益强大；越南语班的学员越来越对越南语感兴趣，努力学习，能够早日使用流利的越南语，并成为越文两国友好合作关系的使者。,"Prime Minister Van Minh Chieu expressed his confidence and hope that the Vietnamese language teaching staff at Brunei University will grow stronger and stronger; the students in Vietnamese language classes will be more and more interested in Vietnamese, will study hard, will be able to speak Vietnamese fluently, and will become ambassadors for bilateral friendly cooperation between the countries.",Terminology/Inconsistent,Minor
479,53300797,趁此机会，范明政总理还通过视频方式与正在岘港市FPT-UBD全球中心学习英语的越南学生进行交流，了解他们特别是在疫情期间的学习情况。,"The Prime Minister also used the opportunity to interact via video with Vietnamese students studying English at the FPT-UBD Global Centre in Hangzhou to learn about their learning, especially during the pandemic.",Accuracy/Mistranslation,Major
480,53300797,政府总理范明政认为，越南FPT大学与文莱大学之间的合作关系特别是FPT-UBD全球中心是越南与文莱教育合作关系中的生动象征。,"Prime Minister Phan Minh Tri believes that the partnership between FPT University of Vietnam and Brunei University, especially the FPT-UBD Global Centre, is a living symbol of the education cooperation between Vietnam and Brunei.",Locale convention/Name format,Minor
480,53300797,政府总理范明政认为，越南FPT大学与文莱大学之间的合作关系特别是FPT-UBD全球中心是越南与文莱教育合作关系中的生动象征。,"Prime Minister Phan Minh Tri believes that the partnership between FPT University of Vietnam and Brunei University, especially the FPT-UBD Global Centre, is a living symbol of the education cooperation between Vietnam and Brunei.",Style/Unnatural or awkward,Minor
480,53300797,政府总理范明政认为，越南FPT大学与文莱大学之间的合作关系特别是FPT-UBD全球中心是越南与文莱教育合作关系中的生动象征。,"Prime Minister Phan Minh Tri believes that the partnership between FPT University of Vietnam and Brunei University, especially the FPT-UBD Global Centre, is a living symbol of the education cooperation between Vietnam and Brunei.",Terminology/Inconsistent,Minor
481,56089077,越通社河内——越通社特派记者报道，越南政府总理范明政和夫妇对新加坡和文莱进行正式访问已圆满成功，并取得了全面、务实且具体的成果。,"The official visit of Vietnamese government minister of state, Mr. Van Minh Dung, and the couple to Singapore and Brunei has been a success, with comprehensive, practical and concrete results.",Fluency/Punctuation,Minor
481,56089077,越通社河内——越通社特派记者报道，越南政府总理范明政和夫妇对新加坡和文莱进行正式访问已圆满成功，并取得了全面、务实且具体的成果。,"The official visit of Vietnamese government minister of state, Mr. Van Minh Dung, and the couple to Singapore and Brunei has been a success, with comprehensive, practical and concrete results.",Fluency/Spelling,Minor
481,56089077,越通社河内——越通社特派记者报道，越南政府总理范明政和夫妇对新加坡和文莱进行正式访问已圆满成功，并取得了全面、务实且具体的成果。,"The official visit of Vietnamese government minister of state, Mr. Van Minh Dung, and the couple to Singapore and Brunei has been a success, with comprehensive, practical and concrete results.",Style/Unnatural or awkward,Minor
482,56089077,在出访新加坡和文莱的三天之内，范明政总理共参加了30多项不同的活动。,"During his three-day visit to Singapore and Brunei, PM Van der Meer participated in more than 30 different events.",Fluency/Spelling,Minor
483,56089077,所取得的成效为促进越新两国战略伙伴关系和越文全面伙伴关系不断朝着更深、更广和有效的方向发展注入了新的动力。,"It is a success that provides new impetus to the development of the Vietnam-Vietnam strategic partnership and the Vietnamese-Vietnamese comprehensive partnership in a deeper, broader and more effective direction.",Accuracy/Mistranslation,Major
483,56089077,所取得的成效为促进越新两国战略伙伴关系和越文全面伙伴关系不断朝着更深、更广和有效的方向发展注入了新的动力。,"It is a success that provides new impetus to the development of the Vietnam-Vietnam strategic partnership and the Vietnamese-Vietnamese comprehensive partnership in a deeper, broader and more effective direction.",Accuracy/Mistranslation,Major
483,56089077,所取得的成效为促进越新两国战略伙伴关系和越文全面伙伴关系不断朝着更深、更广和有效的方向发展注入了新的动力。,"It is a success that provides new impetus to the development of the Vietnam-Vietnam strategic partnership and the Vietnamese-Vietnamese comprehensive partnership in a deeper, broader and more effective direction.",Style/Unnatural or awkward,Minor
484,56089077,在访问两国期间，范明政总理继续重申越南党和国家的对外路线，即独立自主，多元化，多变化，愿做所有国家的好朋友和可靠伙伴，以及国际社会的负责任成员。,"During his visit, Prime Minister Viet Nam Vuong Minh continued to reaffirm the foreign policy of the Vietnamese Party and the country, namely to pursue independence, self-rule, diversity, pluralistic changes and to be a good friend and reliable partner of all countries, and a responsible member of the international community.",Fluency/Spelling,Minor
484,56089077,在访问两国期间，范明政总理继续重申越南党和国家的对外路线，即独立自主，多元化，多变化，愿做所有国家的好朋友和可靠伙伴，以及国际社会的负责任成员。,"During his visit, Prime Minister Viet Nam Vuong Minh continued to reaffirm the foreign policy of the Vietnamese Party and the country, namely to pursue independence, self-rule, diversity, pluralistic changes and to be a good friend and reliable partner of all countries, and a responsible member of the international community.",Style/Unnatural or awkward,Minor
484,56089077,在访问两国期间，范明政总理继续重申越南党和国家的对外路线，即独立自主，多元化，多变化，愿做所有国家的好朋友和可靠伙伴，以及国际社会的负责任成员。,"During his visit, Prime Minister Viet Nam Vuong Minh continued to reaffirm the foreign policy of the Vietnamese Party and the country, namely to pursue independence, self-rule, diversity, pluralistic changes and to be a good friend and reliable partner of all countries, and a responsible member of the international community.",Style/Unnatural or awkward,Minor
485,56089077,加强与新加坡和文莱的关系是各自国家的需求，致力于增进各自国家人民的福祉，致力于地区和世界的和平、稳定和发展。,"Strengthening relations with Singapore and Brunei is a demand of their respective countries and their commitment to enhance the welfare of the people of their respective countries, to peace, stability and development in the region and the world.",Style/Unnatural or awkward,Major
485,56089077,加强与新加坡和文莱的关系是各自国家的需求，致力于增进各自国家人民的福祉，致力于地区和世界的和平、稳定和发展。,"Strengthening relations with Singapore and Brunei is a demand of their respective countries and their commitment to enhance the welfare of the people of their respective countries, to peace, stability and development in the region and the world.",Style/Unnatural or awkward,Minor
486,56089077,在各场会见和谈会上，范明政总理同新加坡和文莱领导人都一致同意通过高级代表团互访、有效开展各项双边合作机制和各项重要合作协议等方式不断增强与越南的政治互信。,"At the meetings and meetings, Prime Minister Ban and the leaders of Singapore and Brunei agreed to continue increasing political trust with Vietnam through the visits of high-level delegations, the effective implementation of bilateral cooperation mechanisms and important cooperation agreements.",Fluency/Spelling,Minor
486,56089077,在各场会见和谈会上，范明政总理同新加坡和文莱领导人都一致同意通过高级代表团互访、有效开展各项双边合作机制和各项重要合作协议等方式不断增强与越南的政治互信。,"At the meetings and meetings, Prime Minister Ban and the leaders of Singapore and Brunei agreed to continue increasing political trust with Vietnam through the visits of high-level delegations, the effective implementation of bilateral cooperation mechanisms and important cooperation agreements.",Style/Unnatural or awkward,Minor
487,56089077,许多合作文件在此次访问期间得到了签署。,Many cooperation documents were signed during the visit.,No-error,No-error
488,56089077,其中，与新加坡签署的《绿色和数字经济伙伴关系谅解备忘录》和与文莱签署的《2023-2027年阶段加强越文全面伙伴关系的行动计划》是两大亮点。,"Of these, the Memorandum of Understanding on Green and Digital Economy Partnership with Singapore and the Action Plan to enhance the Vietnamese Comprehensive Partnership for the period 2023-2027 with Brunei are the two highlights.",Fluency/Spelling,Minor
488,56089077,其中，与新加坡签署的《绿色和数字经济伙伴关系谅解备忘录》和与文莱签署的《2023-2027年阶段加强越文全面伙伴关系的行动计划》是两大亮点。,"Of these, the Memorandum of Understanding on Green and Digital Economy Partnership with Singapore and the Action Plan to enhance the Vietnamese Comprehensive Partnership for the period 2023-2027 with Brunei are the two highlights.",Fluency/Spelling,Minor
489,56089077,越南与新加坡签署《绿色和数字经济伙伴关系谅解备忘录》。,Vietnam and Singapore sign Memorandum of Understanding on Green and Digital Economy Partnership,Fluency/Grammar,Minor
489,56089077,越南与新加坡签署《绿色和数字经济伙伴关系谅解备忘录》。,Vietnam and Singapore sign Memorandum of Understanding on Green and Digital Economy Partnership,Fluency/Punctuation,Minor
490,56089077,图自越通社,The post was originally published on Twitter.,Accuracy/Mistranslation,Major
491,56225225,阿拉斯加上空被击落的“物体”究竟是什么？,What was the plutonium that was dropped over Alaska?,Accuracy/Mistranslation,Major
491,56225225,阿拉斯加上空被击落的“物体”究竟是什么？,What was the plutonium that was dropped over Alaska?,Accuracy/Mistranslation,Major
491,56225225,阿拉斯加上空被击落的“物体”究竟是什么？,What was the plutonium that was dropped over Alaska?,Fluency/Spelling,Minor
492,56225225,扑朔迷离，猜测纷纷,"who are deluded, doubters.",Accuracy/Mistranslation,Major
492,56225225,扑朔迷离，猜测纷纷,"who are deluded, doubters.",Accuracy/Mistranslation,Major
492,56225225,扑朔迷离，猜测纷纷,"who are deluded, doubters.",Fluency/Spelling,Minor
