index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
200,"The finale for the ""Wallbound"" exhibition will be held on Sunday, February 12th, at 3:00 pm in the transitional quarters of the sculpture museum in Marl located at Georg-Herwegh-Strasse 63-67. Two large-format murals in each of the three exhibition rooms will attract your attention.","The finissage of the exhibition ""Wandgebunden"" will take place on Sunday, February 12, at 3 PM at the temporary location of the Marl Sculpture Museum at Georg-Herwegh-Straße 63-67. In three exhibition rooms, two large-format wall paintings each draw attention.","The finissage of the exhibition ""Wandgebunden"" will take place on Sunday, February 12, at 3 PM at the temporary location of the Marl Sculpture Museum at Georg-Herwegh-Straße 63-67. In three exhibition rooms, two large-format wall paintings in each room draw attention.","The closing event of the exhibition ""Wandgebunden"" will take place on Sunday, February 12, at 3 PM at the temporary location of the Marl Sculpture Museum at Georg-Herwegh-Straße 63-67. Each of the three exhibition rooms features two large-format wall paintings that draw attention.",0.1099,0.1138,0.1686,0.4747,0.5188,0.5531,0.676,0.6789,0.693,0.7863,0.7937,0.8081
202,"At the finale, Dr. Friederike Schuler will also give a lecture on wall-based art in the service of the community. With the aid of numerous example images, she will present the special features of mural paintings from the Weimar Republic and ask for connections between this art genre in the Federal Republic with a focus on North Rhine-Westphalia from the 1950s to the 1970s.","The text you provided is in German, not Hebrew. Here is the translation to English:

""At the finissage, Dr. Friederike Schuler will also give a lecture on wall-bound art in the service of the community. Using numerous visual examples, she will present the characteristics of mural painting from the Weimar Republic and explore the connections to this art form in the Federal Republic, with a focus on North Rhine-Westphalia from the 1950s to the 1970s.""","At the finissage, Dr. Friederike Schuler will also give a lecture on wall-bound art in the service of the community. Using numerous visual examples, she will present the characteristics of mural painting from the Weimar Republic and explore the connections to this art form in the Federal Republic, with a focus on North Rhine-Westphalia from the 1950s to the 1970s.","At the finissage, Dr. Friederike Schuler will also give a lecture on community-oriented wall art. Using numerous visual examples, she will present the characteristics of mural painting from the Weimar Republic and examine the links between this art form and its development in the Federal Republic, focusing on North Rhine-Westphalia during the 1950s to 1970s.",0.4516,0.5671,0.3455,0.7179,0.7678,0.5698,0.6885,0.7551,0.7095,0.7934,0.8438,0.833
214,"""He was an important advisor in our party into his old age, and his wisdom will be missed.""","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""Until old age, he was an important advisor in our party, whose wisdom will be missed.""","""Until old age, he was an important advisor in our party, whose wisdom will be lacking.""","He was an important advisor in our party well into old age, and his wisdom will be lacking.",0.2854,0.4104,0.6462,0.6137,0.6117,0.83,0.6183,0.6481,0.7566,0.6563,0.8102,0.8463
218,"According to a report by the Deutsche Presse-Agentur (dpa), Modrow had taken a ""thoroughly critical"" view of the new state. German unity had been achieved too quickly, the GDR had gone down too unconditionally, and it had been condemned too one-sidedly as an ""unjust state,"" Modrow stated in many interviews, according to the dpa.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

According to a report by the German Press Agency (dpa), Modrow viewed the new state ""quite critically."" The German reunification was carried out too quickly, the GDR went under too unconditionally, and it was condemned too one-sidedly as an ""unjust state,"" Modrow criticized in many interviews according to dpa.","According to a report by the German Press Agency (dpa), Modrow viewed the new state ""quite critically."" The German reunification was carried out too quickly, the GDR went under too unconditionally, and it was condemned too one-sidedly as an ""unjust state,"" Modrow criticized in many interviews according to dpa.","According to a report by the German Press Agency (dpa), Modrow was quite critical of the new state. The German reunification was carried out too quickly, the GDR was dissolved too unconditionally, and it was too one-sidedly condemned as an ""illegitimate state,"" Modrow criticized in many interviews according to dpa.",0.3612,0.4274,0.366,0.5988,0.6167,0.5873,0.6862,0.7177,0.7143,0.752,0.7945,0.786
219,What happened at night,"The text you provided is actually in German, not Hebrew. It translates to English as: ""What happened in the night.""",What happened during the night?,What happened during the night?,0.017,0.0955,0.0955,0.0893,0.4573,0.4573,0.5461,0.8508,0.8508,0.5431,0.9253,0.9253
221,"Kyiv - The latest wave of Russian missile strikes is again forcing emergency repairs to Ukraine's power grid. But Ukraine is also attacking Russian positions. Several thermal and hydroelectric power plants have been damaged, the head of the Ukrenergo power company, Volodymyr Kudrytskyi, said on Ukrainian television Friday evening. He disclosed that the power supply was particularly bad in the Kharkiv region. Due to the instability in the Ukrainian power grid, a reactor unit had to be shut down at the Khmelnytskyi Nuclear Power Plant, and production was cut at the Rivne and South Ukraine Nuclear Power Plants.","The text you provided is actually in German, not Hebrew. Here is the translation from German to English:

Kyiv - The latest wave of Russian missile attacks is once again forcing emergency repairs to the Ukrainian power grid. However, Ukraine is also attacking Russian positions. Several thermal and hydroelectric power plants have been damaged, said the head of the energy supplier Ukrenerho, Volodymyr Kudrytskyi, on Friday evening on Ukrainian television. The power supply situation looks particularly bad in the Kharkiv region. Due to the instability in the Ukrainian power grid, a reactor block at the Khmelnytskyi nuclear power plant had to be shut down, and production was reduced at the Rivne and South Ukraine nuclear power plants.","Kyiv - The latest wave of Russian missile attacks is once again forcing emergency repairs to the Ukrainian power grid. However, Ukraine is also attacking Russian positions. Several thermal and hydroelectric power plants have been damaged, said the head of the energy supplier Ukrenerho, Volodymyr Kudrytskyi, on Friday evening on Ukrainian television. The power supply situation looks particularly bad in the Kharkiv region. Due to the instability in the Ukrainian power grid, a reactor block at the Khmelnytskyi nuclear power plant had to be shut down, and production was reduced at the Rivne and South Ukraine nuclear power plants.","Kyiv - The latest wave of Russian missile attacks is once again forcing urgent repairs on the Ukrainian power grid. Several heat and hydroelectric power plants have been damaged, said the head of the energy supplier Ukrenerho, Volodymyr Kudrytskyi, on Friday evening on Ukrainian television. The power supply situation appears particularly dire in the Kharkiv region. Due to the instability in the Ukrainian power grid, a reactor block at the Khmelnytskyi nuclear power plant had to be shut down, and production was reduced at the Rivne and South Ukraine nuclear power plants.",0.4944,0.5901,0.4688,0.8139,0.8289,0.7305,0.7105,0.7848,0.7493,0.8333,0.8666,0.8494
224,"February 24th will mark one year of the war. U.S. President Joe Biden announced a visit to key Ukraine supporter Poland shortly before the anniversary. Meanwhile, the threat of Russian missile strikes continued into Saturday night. An air alert was sounded in the capital Kyiv late Friday night for the fifth time that day. ""There is a threat of a drone attack,"" the military administration of the Kyiv region announced. Iranian-made combat drones were also spotted and shot down over the Mykolaiv and Odessa regions in the south.","On February 24, it will have been a year since the war began. U.S. President Joe Biden announced a visit to Poland, a key supporter of Ukraine, shortly before the anniversary. Meanwhile, the threat of Russian missile attacks continued into the night on Saturday. In the capital, Kyiv, an air raid alert was triggered for the fifth time that day late on Friday evening. ""There is a threat of a drone attack,"" reported the military administration of the Kyiv region. Combat drones of Iranian design were also spotted and shot down over the Mykolaiv and Odessa regions in the south.","On February 24, it will have been a year since the war began. U.S. President Joe Biden announced a visit to Poland, a key supporter of Ukraine, shortly before the anniversary. Meanwhile, the threat of Russian missile attacks continued into the night on Saturday. In the capital, Kyiv, an air raid alert was triggered for the fifth time that day late on Friday evening. ""There is a threat of a drone attack,"" reported the military administration of the Kyiv region. Combat drones of Iranian design were also spotted and shot down over the Mykolaiv and Odessa regions in the south.","On February 24, it will be a year since the war began. U.S. President Joe Biden announced a visit to Poland, a key supporter of Ukraine, shortly before the anniversary. Meanwhile, the threat of Russian missile attacks continued into the night on Saturday. In the capital, Kyiv, an air raid alert was issued for the fifth time that day, late on Friday evening. ""There is a threat of a drone attack,"" reported the military administration of the Kyiv region. Combat drones of Iranian design were also spotted and shot down over the Mykolaiv and Odessa regions in the south.",0.5129,0.5129,0.5129,0.7683,0.7683,0.7692,0.7461,0.7461,0.7456,0.8548,0.8548,0.8564
227,Renovation backlog of 80 billion euros,"The translation from Hebrew to English is: ""Renovation backlog of 80 billion euros."" However, it seems like the original text is in German, not Hebrew.",Renovation and maintenance backlog of 80 billion euros.,An 80 billion euro renovation backlog.,0.1429,0.4671,0.0773,0.5024,0.7806,0.625,0.6363,0.7789,0.7638,0.5712,0.9235,0.9076
236,"As a result, the first defense projects have already been canceled, and further projects are threatened with the same, as reported by ""Welt am Sonntag."" However, it is not yet possible to say which specific investments will be cancelled. ""There is no need to assign specific procurement measures to a possible savings requirement at this stage,"" a response from the German government to a question from Bundestag member Ingo Gädechens (CDU) stated.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""Therefore, the first armament projects have already been canceled, and the same fate threatens other plans, as reported by 'Welt am Sonntag.' However, it cannot yet be said which investments will specifically be cut. 'There is no need to assign specific procurement measures to a potential need for savings at this point in time,' according to a response from the federal government to an inquiry by Bundestag member Ingo Gädechens (CDU).""","Therefore, the first armament projects have already been canceled, and the same fate threatens other plans, as reported by 'Welt am Sonntag.' However, it cannot yet be said which investments will specifically be cut. 'There is no need to assign specific procurement measures to a potential need for savings at this point in time,' according to a response from the federal government to an inquiry by Bundestag member Ingo Gädechens (CDU).","""Therefore, the first armament projects have already been canceled, and other plans face the same fate, as reported by 'Welt am Sonntag.' However, it cannot yet be said which investments will specifically be cut. 'There is no need to assign specific procurement measures to potential savings needs at this time,' according to a response from the federal government to an inquiry by Bundestag member Ingo Gädechens (CDU).""",0.3096,0.3707,0.3628,0.5823,0.5769,0.5783,0.6749,0.7198,0.7109,0.7845,0.8212,0.8176
242,Many Stuttgart residents heeded the call of Feuerbach's DITIB mosque community on Friday evening,"It seems there is a mix of German and Hebrew in your request. The text you provided is actually in German. Here is the translation from German to English:

""Many people from Stuttgart followed the call of the Feuerbach Ditib Mosque community on Friday evening.""",Many Stuttgart residents followed the call of the Feuerbach Ditib Mosque community on Friday evening.,Many Stuttgart residents responded to the invitation of the Feuerbach Ditib Mosque community on Friday evening.,0.0707,0.2898,0.2264,0.5032,0.7614,0.6817,0.6012,0.7491,0.7522,0.5853,0.8573,0.84
247,There is great solidarity of Muslims in Germany with the earthquake victims in the Turkish-Syrian border region. The fundraising campaign of the Turkish-Islamic Union for Religious Affairs (DITIB) has already raised several million euros.,The solidarity of Muslims in Germany with the earthquake victims in the Turkish-Syrian border region is significant. Several million euros have already been raised in the fundraising campaign by the German Islamic Association Turkish-Islamic Union (Ditib).,The solidarity of Muslims in Germany with the earthquake victims in the Turkish-Syrian border region is significant. Several million euros have already been raised in the fundraising campaign by the Turkish-Islamic Union for Religious Affairs (Ditib).,Muslims in Germany show significant solidarity with the earthquake victims in the Turkish-Syrian border region. Several million euros have been raised so far in the fundraising campaign by the Turkish-Islamic Union of the Institute for Religion (Ditib).,0.4088,0.5287,0.334,0.6321,0.7454,0.596,0.7504,0.8063,0.748,0.864,0.8917,0.8619
250,"""After eating, you should rest or take a thousand steps"" .... The older ones know the saying, the younger ones just put it into practice. Either way, in the years of the pandemic, the good old digestive walk has experienced an unexpected renaissance. For those who, thanks to their home office, are not sitting in the middle of a stone desert, but rather just a stone's throw away from fields, forests and meadows, now use their lunch break either after a quick snack in front of the screen or as a substitute for a walk in the fresh air. At least, that's the impression one might get around Lake Egglburg, where it's not just dog owners who are out and about between noon and 2 p.m.","It seems there is a mix-up in the text you provided. The text is actually in German, not Hebrew. Here is the translation from German to English:

""After eating, you should rest or take a thousand steps"".... The older generation knows the saying, while the younger generation simply puts it into practice. One way or another, during the years of the pandemic, the good old digestive walk has experienced an unexpected renaissance. Because those who, thanks to working from home, are not in the middle of a concrete jungle but rather just a stone's throw away from fields, forests, and meadows, now use their lunch break either after a quick snack in front of the screen or as a substitute for a walk in the fresh air. At least, this is the impression one might get around Egglburger See, where between 12 and 2 PM, it's not just dog owners who gather.","""After eating, you should rest or take a thousand steps"".... The older generation knows the saying, while the younger generation simply puts it into practice. One way or another, during the years of the pandemic, the good old digestive walk has experienced an unexpected renaissance. Because those who, thanks to working from home, are not in the middle of a concrete jungle but rather just a stone's throw away from fields, forests, and meadows, now use their lunch break either after a quick snack in front of the screen or as a substitute for a walk in the fresh air. At least, this is the impression one might get around Egglburger See, where between 12 and 2 PM, it's not just dog owners who gather.","""After eating, you should rest or take a thousand steps"".... The older generation knows the saying, while the younger generation simply puts it into practice. In any case, during the years of the pandemic, the traditional post-meal walk has experienced an unexpected renaissance. Because those who, thanks to working from home, are not in the middle of a concrete jungle but rather very close to fields, forests, and meadows, now use their lunch break either after a quick snack in front of the screen or as a substitute for a walk in the fresh air. This is the impression you get around Egglburger See, where between 12 and 2 PM, it's not just dog owners who gather.",0.5485,0.6702,0.5348,0.797,0.8066,0.7074,0.6216,0.6607,0.6339,0.778,0.8158,0.7968
251,"One reason, of course, could be that modern people, in the course of an optimal use of time slots, can combine the healthy supply of fresh air with other things. After all, why not take a short walk through nature to hear news about the neighborhood from a neighbor you haven't seen in a long time? Or meet the friend whom you have never made it to the cinema with in the evening, not even to the Old Cinema? This is also a good way to combine work and private life - who says that an appointment with a tax advisor, lawyer, or investment advisor can't take place outdoors? Provided there are no eavesdroppers in the vicinity, of course.","I'm sorry, but the text you provided is in German, not Hebrew. Here is the translation from German to English:

""One reason could naturally be that modern humans, in the course of optimal time slot utilization, can combine the health-promoting intake of fresh air with other activities. After all, why not learn news from the settlement from a long-unseen neighbor during a short walk through nature? Or meet a friend with whom one never manages to go to the cinema in the evening, not even to the Old Cinema? This way, work and private life could also be combined - who says that the appointment with the tax advisor, lawyer, or investment advisor cannot take place outdoors? Provided, of course, that there are no eavesdroppers nearby.""","One reason could naturally be that modern humans, in the course of efficiently managing their time, can combine the health-promoting intake of fresh air with other activities. After all, why not learn news from the settlement from a long-unseen neighbor during a short walk through nature? Or meet a friend with whom one never manages to go to the cinema in the evening, not even to the Old Cinema? This way, work and private life could also be combined - who says that the appointment with the tax advisor, lawyer, or investment advisor cannot take place outdoors? Provided, of course, that there are no unwanted listeners nearby.","One reason could naturally be that modern individuals, by making optimal use of their time slots, can combine the health-promoting supply of fresh air with other activities. After all, why not catch up on neighborhood news from a long-unseen neighbor during a short walk through nature? Or meet a friend with whom one never manages to go to the movies in the evening, not even to the local cinema? This way, work and private life could also be combined - who says that the appointment with the tax advisor, lawyer, or investment advisor cannot take place outdoors? Provided, of course, that there are no foreign ears nearby.",0.3728,0.3942,0.3691,0.6459,0.6124,0.6161,0.6278,0.661,0.6998,0.775,0.8055,0.8267
262,"The disclosure to Congress is probably more sensitive for Trump: There, the circle of those authorized to access the information is somewhat larger and, under certain conditions, individual details could be published in the course of the committee's investigation. Furthermore, confidential information from Congress is also repeatedly leaked to the outside.","The release to Congress is likely more delicate for Trump: the circle of those with access rights is somewhat larger there, and under certain conditions, individual details could be published during the committee's investigation. Additionally, confidential information often leaks from Parliament.","The release to Congress is likely more delicate for Trump: the circle of those with access rights is somewhat larger there, and under certain conditions, individual details could be published during the committee's investigation. Additionally, confidential information often leaks from Congress.","The release to Congress is likely more delicate for Trump: the group with access rights is somewhat larger there, and under certain conditions, individual details could be published during the committee's investigation. Additionally, confidential information often leaks from Congress.",0.3201,0.3256,0.287,0.5368,0.5368,0.4993,0.7453,0.751,0.742,0.8641,0.8693,0.8572
264,Cabaret at the Bastion: Life plays between birth and death,"Kabarett in the Bastion: Between Birth and Death, Life Plays Out",Cabaret in the Bastion: Life Unfolds Between Birth and Death,"Cabaret in the Bastion: Between Birth and Death, Life Unfolds",0.0874,0.2597,0.1003,0.6658,0.7789,0.6347,0.6507,0.7996,0.6965,0.7318,0.808,0.8132
276,"And he breaks it down to the most important question that many avoid: What is really important? He does all this with a huge wink, in an unagitated and very ironic way. And so we are not only very entertained, but can also learn something in the process.","The text you provided is actually in German, not Hebrew. Here's the translation to English:

""And he breaks it down to the most important question that many procrastinate on: What is really important? All of this with a huge wink, calm and very ironic. And so, not only are you well entertained, but you can also learn something in the process.""","He distills it down to the most important question that many procrastinate on: What is really important? All of this is conveyed with a huge wink, calm and very ironic. Thus, you are not only well entertained, but you can also learn something in the process.","""And he distills it down to the most important question that many procrastinate on: What truly matters? All of this is presented with a calm, very ironic tone, and a touch of humor. Thus, you are not only entertained but also have the opportunity to learn something new.""",0.4189,0.4913,0.2254,0.713,0.6914,0.4792,0.6225,0.7263,0.7166,0.7781,0.8497,0.8344
278,My cell phone rings with an unknown number. I make an assumption. This honest woman has found my wallet.,"The text you provided is actually in German, not Hebrew. Here is the translation to English:

""My phone rings with an unknown number. I answer. This woman is the honest finder of her wallet.""","My phone rings with an unknown number. I pick up the call, and this woman is the honest finder of her wallet.",My phone rings with an unknown number. I answer. This woman found my wallet and returned it honestly.,0.197,0.3184,0.4237,0.4351,0.5296,0.5719,0.5356,0.6037,0.6298,0.6669,0.7729,0.8411
280,"Bundestag member Pfeiffer describes climate protection as a substitute religion. It may even be true, because I love this planet and its civilization more than some abstract god","MdB Pfeiffer describes climate protection as a substitute religion. That might even be true, because I love this planet and its civilization more than any abstract god.","Member of Parliament Pfeiffer calls climate protection a substitute religion. That might even be true, since I love this planet and its civilization more than any abstract god.","Member of the Bundestag Pfeiffer describes climate protection as an alternative religion, which may well be true, because I love this planet and its civilization more than any abstract god.",0.7209,0.45,0.514,0.7875,0.699,0.736,0.767,0.7883,0.7754,0.8988,0.9007,0.9082
283,It's a good thing that the city's politicians have been aware of the advantages for decades and have never questioned them.,"The text you provided is actually in German, not Hebrew. Here is the translation to English:

""It's good that for decades the city policy has recognized the advantages and never questioned them.""","""It's good that for decades the city policy has recognized the advantages and never questioned them.""",It's fortunate that for decades the city policy has consistently recognized and upheld the advantages.,0.1016,0.1688,0.0349,0.3749,0.4041,0.2351,0.6577,0.7592,0.699,0.7037,0.8547,0.8271
291,"Fellow party member Annegret Kramp-Karrenbauer, eleventh, as well as the Ministry of Education under Anja Karliczek, who is also a CDU minister.","The sentence you provided is actually in German, not Hebrew. Here is the translation into English:

""Party colleague Annegret Kramp-Karrenbauer eleven, as well as the Ministry of Education under Anja Karliczek, she is also a CDU minister.""","Fellow party member Annegret Kramp-Karrenbauer, eleven, as well as the Ministry of Education under Anja Karliczek, who is also a CDU minister.","Party colleague Annegret Kramp-Karrenbauer is listed, as well as the Ministry of Education under Anja Karliczek, who is also a CDU minister.",0.3599,0.8942,0.7429,0.6357,0.9541,0.8163,0.5873,0.8895,0.6529,0.5776,0.7649,0.7837
295,"I haven't written anything for a long time, the search for a suitable job has used up all my resources.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""Haven't written anything for a long time, the search for a suitable job has long consumed all resources.""",Haven't written anything for a long time; the search for a suitable job has long consumed all resources.,"Haven't written anything for a long time, as the search for a suitable job has been consuming all my resources for a long time.",0.3539,0.5385,0.5199,0.6466,0.7435,0.7353,0.6265,0.7851,0.8053,0.6821,0.8904,0.8828
297,"If the city introduces these cycling routes in the secondary network, he will be against it again. Can the man make up his mind?","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""When the city sets up these cycling routes in the secondary network, he is against it again. Can the man make up his mind?""","When the city establishes these cycling routes in the side network, he is against it again. Can the man make up his mind?","""When the city sets up these cycling routes in the secondary network, he opposes it again. Can the gentleman decide?""",0.3981,0.6179,0.46,0.7799,0.8335,0.6727,0.6957,0.7415,0.6954,0.7197,0.8761,0.8135
299,"After a serious accident or other traumatic events, those affected are often in shock. How can you help in the event of a psychological shock?","The text you provided is actually in German, not Hebrew. Here's the translation to English:

""After a serious accident or other traumatic events, those affected are often in shock. How can one help with psychological shock?""","After a serious accident or other traumatic events, those affected are often in shock. How can one help with psychological shock?","""After a serious accident or other traumatic events, people affected are often in shock. How can one help with psychic shock?""",0.429,0.6806,0.5534,0.7314,0.753,0.5902,0.6871,0.8187,0.7683,0.7562,0.9323,0.9
304,"Tomorrow I can finally hand in my computer for reconditioning and then the prospect that I can work again sometime in June is quite good. Hey, at least that's promising!","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""Tomorrow I can finally hand in my computer for recovery, and then the outlook is quite good that I might be able to work again sometime in June. Hey, at least there's a perspective!""","Tomorrow I can finally hand in my computer for recovery, and then the outlook is quite good that I might be able to work again sometime in June. Hey, at least there's some hope!","Tomorrow I can finally hand in my computer for recovery, and then the outlook is quite good that I might be able to work again sometime in June. Hey, at least there's something to look forward to!",0.2972,0.4638,0.4294,0.7036,0.7749,0.7673,0.6701,0.7848,0.7857,0.7609,0.881,0.8751
306,"Single use or reusable? Environmental Action Germany recommends reusable, and Lidl opposes a single-use system. But it also depends on other factors, such as short transport distances.","""Single-use or reusable? The environmental aid recommends reusable, while Lidl relies on a single-use system. However, other factors also matter, such as short transport routes.""","Single-use or reusable? The environmental aid recommends reusable, while Lidl relies on a single-use system. However, other factors also matter, such as short transport routes.","""Single-use or reusable? The Environmental Action recommends reusable, while Lidl opts for a single-use system. However, other factors also matter, such as short transport routes.""",0.2709,0.2801,0.2796,0.5439,0.5439,0.5597,0.6861,0.6929,0.7459,0.8504,0.8505,0.8535
309,"I am off again tomorrow, because no trailer lettering and also nothing very urgent to do. For once, a Friday that deserves the name!","It seems there is a mix of German and Hebrew in your text. The German part translates to:

""Tomorrow I have time off again because there is no trailer labeling and not so terribly much urgent to do. A Friday that deserves the name!""

If there is any Hebrew text you would like translated, please provide it, and I'll be happy to help!",Tomorrow I have time off again because there is no trailer labeling and not so terribly much urgent work to do. A Friday that deserves the name!,Tomorrow I have time off again because there is no trailer labeling and not too much urgent work to do. A Friday that truly feels like one!,0.1164,0.2519,0.0592,0.4796,0.6173,0.4996,0.5698,0.6992,0.6611,0.5852,0.787,0.7429
311,"Dear Readers, Dear Followis, if so, how much does it cost? Are there any special conditions? If not, is such a variant still planned? Thank you very much!","Dear readers, dear followers,

If so, how much does it cost? Are there any special conditions? If not, is such an option still planned? Thank you very much!","Dear readers, dear followers, if so, how much does it cost? Are there any special conditions? If not, is such an option still planned? Thank you very much!","Dear readers, dear followers, If so, how much does it cost? Are there any special conditions? If not, is there a plan to offer such an option? Thank you very much!",0.7115,0.7638,0.584,0.8921,0.8921,0.8375,0.8518,0.8617,0.7721,0.9122,0.9125,0.8837
316,"This was preceded by fierce political disputes, including over Willy Brandt's (SPD) general policy vis-à-vis the East.","The sentence you provided is actually in German, not Hebrew. Here is the translation to English:

""This was preceded by intense political disputes, including those concerning Willy Brandt's (SPD) general Ostpolitik.""","""This was preceded by intense political disputes, also regarding the general Ostpolitik of Willy Brandt (SPD).""","This was preceded by intense political disputes, including disputes over Willy Brandt's (SPD) general Ostpolitik.",0.2595,0.2287,0.5465,0.5835,0.4156,0.7087,0.5853,0.6574,0.632,0.6875,0.7353,0.7964
317,"Am not such an elephant fan myself, but maybe it will find some fans here.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""I'm not really such an elephant fan myself, but maybe there are a few fans here.""","I'm not really an elephant fan myself, but maybe there are a few fans here.","I'm not really such an elephant fan myself, but maybe there are still some fans here.",0.2037,0.4118,0.5089,0.5289,0.5889,0.7211,0.6089,0.7078,0.7269,0.6977,0.8672,0.8779
322,"I'd like to have an orange network card! What color is yours, or what color would you like?","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""I want to have an orange-colored network card! What color is yours or do you want to have?""","I want an orange network adapter! What color is yours, or which one do you want?","I want an orange-colored network card! What color is yours, or what color do you want?",0.1855,0.3456,0.4985,0.4227,0.4834,0.6117,0.6337,0.7265,0.7826,0.713,0.8805,0.9209
323,Screening as a key measuring point of elapsed time.,The preventive examination as a significant measure of the passing time.,The preventive examination as a significant measure of the passage of time.,The check-up as a significant benchmark of the passage of time.,0.0539,0.0491,0.0539,0.4043,0.4,0.3431,0.4596,0.4941,0.5209,0.7047,0.6938,0.7051
330,Seeing only the other in what is said? Seeing ourselves in them...,"The text you provided is actually in German, not Hebrew. The translation to English is:

""In what is said, only seeing the others? Seeing ourselves in them...""","""In what is said, do we only see others? Do we see ourselves in them...""","""In what is said, do we only see others? Do we see ourselves in them?""",0.1779,0.1846,0.0861,0.5679,0.516,0.516,0.5359,0.6907,0.7047,0.633,0.7941,0.7867
333,"""A brief history of the religion of anthropogenic climate change: Of the myth of eternal carbon dioxide, or how elegant theses become gospel when they risk failing in earthly practice.""","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""A Brief History of Religion from Anthropogenic Climate Change: On the Myth of Eternal Carbon Dioxide or How Elegant Theses Become Gospels When They Threaten to Fail in Earthly Practice.""","""A Brief History of Religion from Anthropogenic Climate Change: On the Myth of Eternal Carbon Dioxide or How Elegant Theses Become Gospels When They Threaten to Fail in Earthly Practice.""","""A Brief History of the Religion of Anthropogenic Climate Change: On the Myth of Eternal Carbon Dioxide or How Elegant Theories Become Widely Accepted Truths When They Are at Risk of Failing in Earthly Practice.""",0.0112,0.02,0.0207,0.8108,0.8242,0.8628,0.6642,0.7898,0.7535,0.672,0.7069,0.7473
340,"So, according to the current planning situation, I will possibly be driving electric beginning in September. Let's see how many times the construction deadline changes before then....","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""So, as things currently stand with the scheduling, I might be driving electrically starting in September. Let's see how often the construction date gets postponed until then....""","""So, according to the current planning status, I might be driving electrically starting in September. Let's see how often the construction date gets postponed until then....""","""So, according to the current schedule, I might be driving an electric vehicle starting in September. Let's see how often the construction date gets postponed until then....""",0.1562,0.4115,0.3697,0.4847,0.6181,0.5678,0.6196,0.7691,0.7518,0.6797,0.8429,0.823
348,"Talked to people a few days ago and this is exactly what they criticized ""the policy"" for.","The text you provided is actually in German, not Hebrew. Here's the translation to English:

""I spoke a few days ago with people who criticized exactly this about 'the politics.'""",I spoke a few days ago with people who criticized exactly this about 'the politics.',I spoke a few days ago with people who criticized this exact aspect of politics.,0.0815,0.147,0.1418,0.4855,0.4563,0.4181,0.5182,0.6133,0.6372,0.6644,0.8189,0.8434
355,It is still questionable for Hertha to pull out a win against the last team in the table from Berlin.,"The text you provided is in German, not Hebrew. Here is the translation to English:

""At Hertha, it is still uncertain, but a victory against the last-place team from Berlin is in the air.""","At Hertha, it is still uncertain, but a victory against the last-place team from Berlin is in the air.","At Hertha, it is still uncertain, but a victory against the league's last-place team is likely.",0.021,0.0407,0.0326,0.3733,0.3739,0.1786,0.5617,0.6443,0.5843,0.6162,0.7422,0.728
356,Now I have to tell a nice story real quickly.,"It seems there is a mix-up in the languages. The sentence you provided is actually in German, not Hebrew. The translation from German to English is: ""Now I have to quickly share a nice story.""",Now I have to quickly share a nice story.,Now I have to quickly tell a nice little story.,0.0842,0.3661,0.371,0.45,0.5948,0.6918,0.5809,0.7812,0.7795,0.5429,0.874,0.8908
357,I would have never expected that you can receive a paper train ticket in the mail.,"The text you provided is actually in German, not Hebrew. Here is the translation to English:

""I absolutely no longer expected that one would receive a paper train ticket by mail.""",I absolutely no longer expected that one would receive a paper train ticket by mail.,I no longer expected that one would receive a paper train ticket by mail.,0.1335,0.2899,0.2902,0.6429,0.5896,0.5934,0.6249,0.7689,0.7769,0.6717,0.8546,0.8483
365,A #PopClip extension that lets you color code text in #Obsidian ... <URL>,A #PopClip extension that allows you to highlight text in #Obsidian with color ... <URL>,A #PopClip extension that allows you to highlight text in #Obsidian with color ... <URL>,A #PopClip extension that allows you to color-code text in #Obsidian ... <URL>,0.461,0.461,0.642,0.8923,0.8923,0.8436,0.7617,0.7617,0.8676,0.9215,0.9215,0.9358
366,"#FAV2023 After a #coaching session and lunch break, we will continue with the #digitallots","It seems like the text is primarily in German, with a Hebrew hashtag. The translation from German to English is:

""#FAV2023 After a #Coaching session and the lunch break, it continues with the #DigitalGuides""","""#FAV2023 After a #Coaching session and the lunch break, it continues with the #DigitalGuides""","""#FAV2023 After a #Coaching session and a lunch break, we continue with the #Digital Guides""",0.141,0.3167,0.4235,0.6166,0.7046,0.7435,0.5126,0.6629,0.6726,0.6567,0.8441,0.8569
