index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
430,サイキック・アウェアネスを使って、心理的にコンタクトをとることにする。,念動力を使って、精神的に彼らと交信することにした。,精神感応で、彼らに精神的に交信することにした。,念力を使って、精神的に彼らと交信することにした。,0.1883,0.0851,0.1855,0.386,0.2434,0.3872,0.4808,0.3724,0.4511,0.7933,0.6624,0.7851
436,#today コーヒーと太陽の光と静かな時間を過ごしてます！,今日 は コーヒー と 日光 と 静かな 時間！,今日はコーヒーを飲みながら、日差しを浴びて、静かな時間を楽しんでいます。,今日はコーヒーと日光と静かな時間！,0.2838,0.2151,0.2838,0.4318,0.4471,0.4502,0.6155,0.7166,0.6704,0.9191,0.8765,0.9397
439,紡ぎムラのあるシルバーグレーの毛糸をみつけたんだけど、ほとんどは細く紡がれていてツブツブがあるんです。,撚りの甘い箇所や塊のある、細撚りの銀灰色の糸を見つけました。,撚りの甘い箇所や塊のある、細い銀灰色の糸を見つけました。,撚りの甘い箇所や塊のある、細撚りの銀灰色の糸を見つけました。,0.0394,0.0375,0.0394,0.1853,0.1861,0.1853,0.3679,0.3356,0.3679,0.6602,0.6231,0.6602
441,でも、紫色のは足りるかどうか。,紫の色が十分にあるかどうか、自信がありません。,紫が足りるかどうか、自信がありません。,紫の色が十分に足りているか、自信がありません。,0.1877,0.337,0.057,0.6065,0.5792,0.2848,0.5186,0.596,0.6141,0.8914,0.9073,0.9158
446,本当に一生懸命やってみたけど、どの単位も全部落とした。,すべて、文字通り試してはやめた。,ありとあらゆるものを試してはやめた。,文字通り、全部試して、全部やめた。,0.0324,0.0368,0.0427,0.1646,0.2038,0.2428,0.3485,0.3873,0.5252,0.6171,0.6274,0.6727
447,２年くらい前までまったくわからず、成績表を見て気づいた。,そして、2年くらい前までは、成績証明書を確認するまで全く知りませんでした。,2年くらい前までは、成績を見るまで全く知りませんでした。,そして2年ほど前まで、成績証明書を見るまで全く知りませんでした。,0.2161,0.2973,0.0993,0.4369,0.4786,0.4031,0.7021,0.7334,0.6797,0.8933,0.8915,0.887
448,文学の授業はますます嫌いになったけれど、本を読むことは大好きだ。,文学の授業嫌いはもっとひどい。読むのは大好きなのに。,国語の授業はもっと嫌いだ。読むのは大好きなのに。,文学の授業嫌いの方がもっとひどい。読むのは大好きなのに。,0.2338,0.1913,0.233,0.5277,0.5111,0.505,0.6083,0.5493,0.609,0.8684,0.8824,0.8372
450,私の家は居心地がよくて素晴らしいし、家にいるのが好きだけど、日中に罪悪感なく小説が読めるぐらい落ち着くためにはどこか他の場所に行かなくちゃいけない。,私の家は快適で素晴らしいし、そこで幸せに過ごしているけれど、罪悪感を感じずに日中に小説を読むほどリラックスするには、どこか別の場所にいなければならない。,私の家は快適で素晴らしいし、そこで幸せに過ごしているけれど、罪悪感なく日中に小説を読むほどリラックスするには、どこか別の場所に行く必要がある。,私の家は快適で素晴らしいし、そこで幸せに過ごしているけれど、罪悪感を感じずに日中に小説を読んでリラックスするには、どこか別の場所にいなければならない。,0.231,0.2693,0.2342,0.4974,0.4741,0.4981,0.6605,0.704,0.6675,0.9277,0.9247,0.93
451,休暇中みたいな感じなので、人が休みの日にすることをしている。,まるで休暇中で、だから休暇中にするようなことをしている、という感じです。,"まるで休暇 में いる みたい で, 休暇 中 に する こと を し てる ような もの だ よ.",まるで休暇中で、休暇中にするようなことをしている、という感じです。,0.2658,0.2956,0.2911,0.5042,0.396,0.5092,0.6136,0.5175,0.6504,0.877,0.9028,0.8481
452,この二晩、ここでは家にいるときのように良く眠れなかったし、自分のペースを保ちづらく、どこに何があるか良くわからない見知らぬ環境にいるというだけで、少し#慢性疲労症候群の症状が出てしまった。,ここ2晩は家ほどよく眠れていないし、慣れない環境にいるだけで自分のペース配分が難しくなり、物の場所も覚えなければならないので、少し#MECFS（筋痛性脳脊髄炎/慢性疲労症候群）の症状が出てしまっているにも関わらず、そうなっているんだ。,ここ2晩は家ほどよく眠れていない上、慣れない環境にいるだけでペース配分が難しく、物の場所も覚えなければならないため、#MECFS（筋痛性脳脊髄炎/慢性疲労症候群）の症状が少し出ている。,ここ2晩は家ほどよく眠れていないし、慣れない環境にいるだけで自分のペース配分が難しくなり、物の場所も覚えなければならないので、少し#MECFS（筋痛性脳脊髄炎/慢性疲労症候群）の症状が出てしまっているにも関わらず、そうなっているんだ。,0.2793,0.2121,0.2793,0.5597,0.4673,0.5597,0.4863,0.5173,0.4863,0.734,0.7581,0.734
455,ワクワクしたり、イライラしたり、ストレスも感じるけど、ゲーム作りのいいところばかりだ。,ゲーム業界で働くことの、ワクワク感、緊張感、ストレス、そして私が愛するすべての良いものが詰まっている。,ゲーム制作の、ワクワク感や緊張感、ストレス、そして何より私が好きなところばかりだ。,ゲーム業界で働くのは、わくわくするし、 нервозность するし、ストレスも溜まるけれど、それら全てを含めて、私がこの仕事に惚れ込んでいる理由なんだ。,0.1596,0.3442,0.1006,0.4811,0.6095,0.3847,0.5229,0.7045,0.3743,0.8629,0.8891,0.7979
458,ゲームのユーザー生成コンテンツの部分で、コミュニティは活発になるだろうか。,ゲームのユーザー生成コンテンツ作品を中心にコミュニティは形成されるだろうか？,ゲームのユーザー生成コンテンツを中心にコミュニティは形成されるだろうか？,ゲームのユーザー生成コンテンツを中心にコミュニティは育つだろうか？,0.6154,0.6332,0.6032,0.7459,0.75,0.7337,0.7666,0.7842,0.78,0.9321,0.9415,0.9418
466,やっと#ハートストッパーを見たよ,ついに#Heartstopper 見た。,ついに#Heartstopperを見ました。,ついに#Heartstopperを観た。,0.0448,0.0411,0.0252,0.1558,0.1901,0.0915,0.738,0.7448,0.8614,0.7578,0.7499,0.7521
467,あまりにキュートすぎてキュン死しそうになったよね？,甘すぎて、トゥイーって感じだった？,可愛すぎて、わざとらしかったかな？,甘すぎて、可愛すぎるって感じかな？,0.0752,0.0752,0.0632,0.2608,0.2902,0.1762,0.5026,0.4994,0.5906,0.5528,0.6434,0.7269
471,でもおもしろかった？,私はそれを愛したか？,私はそれを愛したか？,私はそれが好きだったかな。,0.0593,0.0593,0.0684,0.2,0.2,0.2481,0.3293,0.3293,0.6432,0.8011,0.8011,0.8108
476,伝わり方がまずかったせいもある。,教え方が悪かったから。,教え方が下手だったせいもある。,教え方が悪かったということも一部にはあるだろう。,0.1165,0.4867,0.0941,0.3297,0.6264,0.531,0.6782,0.7985,0.6948,0.8314,0.8861,0.8482
477,ただ、製作途中でやり方を変えなきゃいけないときとかは特に、言い訳しないで問題点をすぐ修正することは大切だ。,しかし、問題について言い訳をせずに、ただ解決することが重要です。特に、リードから変更の要求があった場合のプロダクション環境では。,しかし、問題について言い訳をせずに解決することが重要です。特にリードが変更を求めているプロダクション環境では。,しかし、問題について言い訳をせずに、修正することが重要です。特に、リードから変更の要求があった場合のプロダクション環境では。,0.0876,0.0886,0.1367,0.3438,0.3392,0.3726,0.5324,0.5222,0.5086,0.8705,0.861,0.881
479,どんなアーティストも通る道だし、みんな同じような間違いをしている。,どのアーティストも経験したことがある、同じ過ちを犯したことがある。,どのアーティストも、同じ過ちを経験している。,どのアーティストも、同じような間違いをしたことがあるはずだ。,0.2294,0.2884,0.4683,0.4769,0.5212,0.6498,0.4885,0.6628,0.7209,0.8972,0.9248,0.9442
484,良い人たちが種を植えたり（適当にばらまくのではなく）土を耕したりする様子を見てみるといい。,良い人たちによって種が蒔かれ、育てられるのを見る（ただランダムにばらまかれるのではなく）。,良い人たちが種を播き、育てる様子を見る（ただランダムにばらまくのではなく）。,良い人たちによって種が蒔かれ、きちんと育てられるのを見る（ただ無作為にばらまかれるのではなく）。,0.2647,0.4591,0.25,0.4827,0.6251,0.4937,0.5482,0.6152,0.5733,0.8474,0.898,0.858
488,ジェイミーは勤務シフトに入るちょっと前、小道ですれ違ったときに、彼にこっそりとメモを渡した。,ジャミは犬の番の直前、小道ですれ違う時に彼にそっとメモを渡した。,ジャミは、当直の交代直前、小道ですれ違いざまに彼にそっとメモを渡した。,ジャミは犬の番が始まる直前、小道ですれ違いざまに彼にそっとメモを渡した。,0.3104,0.3229,0.3251,0.5122,0.526,0.5248,0.3835,0.4264,0.3909,0.8688,0.839,0.8279
