index,original,translated,audience_appropriateness_annotation
165,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge. There have been a lot of signs of more rodents this past month or so, which has been exceptionally surprising as it's spring and I would have thought they would venture outdoors with the change in weather.","Ich habe einen sehr zugigen Keller, was im Grunde bedeutet, dass ich viele Nagetiere aufnehmen kann. In den letzten Monaten gab es viele Anzeichen für mehr Nagetiere, was ausgesprochen überraschend war, da es Frühling ist und ich dachte, sie würden mit dem Wetterwechsel nach draußen gehen.","MQM annotations:
Audience Appropriateness Errors
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""taking refuge"" may not be a common expression in the German context and could be perceived as unusual."
166,"Nonetheless, I've had a smattering of plain old snap-traps placed about, and would dutifully replenish the peanut butter on them every few days, as the mice kindly lick it clean. I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them. It worked.","Nichtsdestotrotz habe ich eine Handvoll ganz gewöhnlicher Schnappfallen aufgestellt und würde sie alle paar Tage pflichtbewusst mit Erdnussbutter auffüllen, da die Mäuse sie freundlicherweise sauber lecken. Gestern Abend hatte ich schließlich die Nase voll von diesem Ritual, reinigte alle Fallen von Erdnussbutter und klebte eine Pistazie darauf. Es hat funktioniert.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The use of the term ""pistachio"" may not be a common or familiar snack for the target German audience, who may be more accustomed to other types of nuts used in traps."
167,"(fwiw, I've tried nearly every ""humane"" trap on the market with very little success. I'm not especially happy with killing them, but I won't be taking comments on the ethics of killing mice.)","(Für den Fall, dass es von Interesse ist, habe ich fast jede ""humane"" Falle auf dem Markt ausprobiert, mit sehr wenig Erfolg. Ich bin nicht besonders glücklich darüber, sie zu töten, aber ich werde keine Kommentare zu den Ethik des Mäusetötens entgegennehmen.)","MQM annotations:
audience appropriateness error:
[Minor]: CULTURE-SPECIFIC REFERENCE - The phrase ""für den Fall, dass es von Interesse ist"" may not be a natural or common way to express the intended meaning in German, as it sounds more formal or bureaucratic than a typical casual conversation."
169,Sure they cut business taxes. But they also cut grants and tax credits that encourage more business activity.,"Sicher, sie haben die Unternehmenssteuern gesenkt. Aber sie haben auch Zuschüsse und Steuergutschriften gekürzt, die mehr Geschäftstätigkeit fördern.","MQM annotations:
Audience Appropriateness Errors
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""Zuschüsse und Steuergutschriften"" (grants and tax credits) may not be as familiar or commonly used in the German target audience compared to the source text."
172,"On the first train today, the ticket checker looked at our tickets and said ""long journey!""","""Lange Reise!""","MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""lange Reise!"" may not be a natural or common way for a ticket checker to express the length of a journey in the German cultural context. It could come across as an unusual or overly formal way of speaking."
182,Abe keeps his sorrows hidden and laughs easily while Tom is not afraid to cry but is less amused by rude humor. Jan will hurt you before she lets you see she's hurt and laughs most when things are upside-down. Mio knows that sorrow is life's constant companion.,"Abe hält seine Sorgen verborgen und lacht leicht, während Tom keine Angst hat zu weinen, aber weniger von rüdem Humor amüsiert ist. Jan wird dich verletzen, bevor sie dich sehen lässt, dass sie verletzt ist, und lacht am meisten, wenn die Dinge auf den Kopf gestellt sind. Mio weiß, dass Kummer der ständige Begleiter des Lebens ist.","MQM annotations:
Accuracy Errors
[Minor]: [culture-specific reference] - The phrase ""on the head"" may not be a common idiom in the German culture and could be confusing for the target audience."
183,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","Nach 4.000 Qualen findet sich Yl an einem Ort der Liebe wieder und hat riesige Gefühle, mit denen sie nicht weiß, was sie tun soll, sodass es viel von beidem gibt.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""riesige Gefühle"" (huge feelings) may be perceived as overly dramatic or emotional for some German audiences, who may prefer a more reserved or understated expression of emotions.
[Minor]: WRONG LANGUAGE VARIETY - The phrase ""mit denen sie nicht weiß, was sie tun soll"" (with which she doesn't know what to do) could be perceived as slightly more informal or colloquial German, which may not align with the intended target audience or context."
184,"#CNN needs to just close down. Yesterday's fiasco with #MangoMoron was an outrageous fiasco. Who at that pathetic, dying network was responsible for vetting the so-called ""independent voters"" in the audience? Which cable news ""executive"" made the call to give the fat, lying criminal this much air-time?","#CNN sollte einfach schließen. Das gestrige Fiasko mit #MangoMoron war ein empörendes Fiasko. Wer in diesem erbärmlichen, sterbenden Netzwerk war für die Überprüfung der sogenannten ""unabhängigen Wähler"" im Publikum verantwortlich? Welcher Führungskraft des Kabelfernsehens hat die Entscheidung getroffen, dem fetten, lügenden Kriminellen so viel Sendezeit zu geben?","MQM annotations:
audience appropriateness errors:

[Major]: CULTURE-SPECIFIC REFERENCE - The use of the term ""#MangoMoron"" is a culture-specific reference that may not be understood or appropriate for the German audience.

[Major]: CULTURE-SPECIFIC REFERENCE - The term ""fat, lying criminal"" is a culture-specific reference that may not be appropriate or understood in the same way by the German audience.

[Minor]: WRONG LANGUAGE VARIETY - The use of the term ""Führungskraft"" (executive) may not be the most appropriate term in the German context, as it has a more formal and corporate connotation compared to the more colloquial language used in the source text."
189,"Codleo is one of the best Salesforce Partner offering best Salesforce services tailored to your company needs. Need help? Contact our Salesforce Consultants today! Find a reliable Salesforce partner to leverage their expertise and maximize the value of your CRM investment. Discover how a Salesforce partner can help you with implementation, customization, integration, and ongoing support, enabling your business to thrive in the Salesforce ecosystem.","Codleo ist einer der besten Salesforce-Partner, der maßgeschneiderte Salesforce-Dienste für Ihre Unternehmensbedürfnisse anbietet. Brauchen Sie Hilfe? Kontaktieren Sie noch heute unsere Salesforce-Berater! Finden Sie einen zuverlässigen Salesforce-Partner, um von ihrer Expertise zu profitieren und den Wert Ihrer CRM-Investition zu maximieren. Erfahren Sie, wie ein Salesforce-Partner Ihnen bei der Implementierung, Anpassung, Integration und laufenden Unterstützung helfen kann, damit Ihr Unternehmen im Salesforce-Ökosystem gedeiht.","MQM annotations:
Audience Appropriateness Errors
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""Salesforce"" may not be familiar to all German readers, and additional context or explanation may be needed.
[Minor]: WRONG LANGUAGE VARIETY - The use of the term ""CRM"" (Customer Relationship Management) is more common in business English and may not be as widely recognized in the German context."
191,"Forget me, fine. Ignore me, fine. It hurts but you gotta do you.","Vergiss mich, in Ordnung. Ignoriere mich, in Ordnung. Es tut weh, aber du musst dein Ding machen.","MQM annotations:
audience appropriateness errors:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""dein Ding machen"" may not be a common or natural expression in the target German culture, and could be perceived as slightly informal or colloquial."
196,I gripe about dad-ification a lot. Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"Ich beschwere mich oft über Vater-Werdung. Hier ist ein (etwas längerer als) Toot-Länge Crashkurs darin, was ich unter Vater-Werdung verstehe:","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""dad-ification"" may not be easily understood by the German audience, as it is a culture-specific reference to a phenomenon in English-speaking contexts.
[Minor]: WRONG LANGUAGE VARIETY - The term ""Toot-Länge"" is not a common German expression and may sound unusual or unfamiliar to the target audience."
198,"The Last of Us is an easy and canonical example of dad-ification. Joel uses his skills and ability to enact (extreme) acts of violence to accomplish a task that is coded as ""caring.""","Der letzte von uns ist ein einfaches und kanonisches Beispiel für Vater-Werden. Joel nutzt seine Fähigkeiten und Möglichkeiten, um (extreme) Gewaltakte zu begehen, um eine Aufgabe zu erfüllen, die als ""fürsorglich"" codiert ist.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""dad-ification"" may not be widely understood by the German audience, as it is a culture-specific concept related to the portrayal of fathers in media.
[Minor]: WRONG LANGUAGE VARIETY - The translation of ""The Last of Us"" as ""Der letzte von uns"" may not be the most natural or idiomatic way to refer to the game in German."
200,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.",Vater-Isierung untergräbt die Möglichkeit für gemeinschaftliche Lösungen und ignoriert oder unterminiert oft vollständig die Handlungsfähigkeit des Kindes.,"MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""Vater-Isierung"" may not be a commonly understood or culturally appropriate term for the target German audience.
[Minor]: WRONG LANGUAGE VARIETY - The term ""Handlungsfähigkeit"" is a more formal and technical term that may not be the most natural or colloquial choice for the target audience."
205,"Yet, unimaginable fear, terror and displacement have left them with the invisible scar of trauma.","Dennoch haben unvorstellbare Angst, Terror und Vertreibung ihnen die unsichtbare Narbe des Traumas hinterlassen.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""Narbe"" (scar) may not be a common metaphor used to describe the psychological impact of trauma in the target German culture, and could be perceived as overly literal or clinical."
209,A bunch of shiny new goodness in #dart,Eine Menge glänzender neuer Güte in #dart.,"MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""glänzender neuer Güte"" may not be a common or natural way to express the concept of ""shiny new goodness"" in German, as it sounds somewhat unusual or formal."
210,"Over time dart became my go-to for quick UI. #flutter is a pleasure to work with, and they have #mobx for easy store management. The dependency story is less insane than nodejs, too.","Mit der Zeit wurde Dart mein bevorzugtes Mittel für schnelle UI-Entwicklung. #flutter ist eine Freude, damit zu arbeiten, und sie haben #mobx für einfaches Store-Management. Die Abhängigkeitsgeschichte ist weniger verrückt als bei nodejs.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""#flutter"" and ""#mobx"" may not be familiar to the German audience and could be seen as technical jargon.
[Minor]: WRONG LANGUAGE VARIETY - The use of the hashtag symbol ""#"" is more common in English-speaking contexts and may appear out of place in the German translation."
212,"Echidna with amethyst and magenta spikes. They are average height, has an average build and muscular. Their tail is extremely thick. Their hair is raspberry, short and curly. Their eyes are pear and they wear scarlet cateye glasses. Their most interesting feature is their good deeds.","Echidna mit amethystfarbenen und magentafarbenen Stacheln. Sie sind von durchschnittlicher Größe, haben eine durchschnittliche Statur und sind muskulös. Ihr Schwanz ist extrem dick. Ihr Haar ist himbeerfarben, kurz und lockig. Ihre Augen sind birnenförmig und sie tragen scharlachrote Katzenbrillen. Ihr interessantestes Merkmal sind ihre guten Taten.","MQM annotations:
Audience Appropriateness Errors
[Major]: CULTURE-SPECIFIC REFERENCE - The description of the echidna's physical features, such as the ""amethyst and magenta spikes"", ""raspberry, short and curly hair"", and ""pear-shaped eyes"" may be unfamiliar or unusual for a German audience, potentially causing confusion or a sense of non-belonging.
[Minor]: WRONG LANGUAGE VARIETY - The use of the term ""Katzenbrillen"" (cat-eye glasses) may not be the most common or natural way to refer to this type of eyewear in the German context, and a more standard term might be more appropriate."
223,"I've been, on and off, listening to the works of @iotar","Ich habe, ab und zu, die Werke von @iotar gehört.","MQM annotations:
audience appropriateness error:
[Minor]: CULTURE-SPECIFIC REFERENCE - The phrase ""on and off"" may not be a common expression in German and could be less natural for the target audience."
224,There's a lot of well good stuff in this mysterious collective's backlog. Like krauty moods and other worldly pop music and radiophonic workshop and all sorts. Very much worth having a go at.,"Es gibt eine Menge guter Sachen in dem Rückstand dieses mysteriösen Kollektivs. Wie krautige Stimmungen und andere-weltliche Popmusik und das Radiophonic Workshop und allerlei. Es lohnt sich sehr, es auszuprobieren.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""krauty"" may not be well understood by the German audience, as it is a culture-specific reference to a genre of German music.
[Minor]: WRONG LANGUAGE VARIETY - The phrase ""es lohnt sich sehr, es auszuprobieren"" uses a more formal and literary language variety that may not align with the intended casual and colloquial tone of the source text."
227,"(And also: The Web is now largely a Google thing, unfortunately)",(Und leider ist das Web jetzt weitgehend eine Google-Sache.),"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""The Web is now largely a Google thing"" may not be easily understood by a German audience, as it refers to a cultural context specific to the English-speaking world."
249,#WFH #business #neurodiversity,#HomeOffice #Geschäft #Neurodiversität,"MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The hashtags ""#WFH"" (Work From Home) and ""#business"" may not be as widely recognized or used in the German-speaking context compared to the English-speaking one."
259,"Casper the #rat is an absolute unit these days. I think my new job has been good for him - two free roams a day while I work, at fairly predictable times.","Casper der #Ratte ist heutzutage ein absolutes Kraftpaket. Ich denke, mein neuer Job war gut für ihn - zwei freie Ausflüge pro Tag, während ich arbeite, zu ziemlich vorhersehbaren Zeiten.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""#rat"" is a slang term for a pet rat that may not be understood or appropriate for the German audience.
[Minor]: WRONG LANGUAGE VARIETY - The term ""Ratte"" (rat) is a more formal term, while the source text uses the more casual term ""rat"". This may not align with the intended tone for the German audience."
260,"I finally got a good dangle photo so I can be sure he's not fat. (In #rats, too high body fat can be bad for their health.) He's not. He's just absolutely ripped from tearing around my office twice a day. I don't have a scale to weigh him, but he feels like he's well over a pound. It makes me so happy to see him thriving.","Ich habe endlich ein gutes Dangle-Foto bekommen, damit ich sicher sein kann, dass er nicht fett ist. (In #Ratten kann ein zu hoher Körperfettanteil für ihre Gesundheit schlecht sein.) Er ist es nicht. Er ist einfach absolut durchtrainiert vom zweimal täglich Herumrennen in meinem Büro. Ich habe keine Waage, um ihn zu wiegen, aber er fühlt sich an, als würde er deutlich über einem Pfund wiegen. Es macht mich so glücklich, ihn gedeihen zu sehen.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""dangle photo"" may not be a common or well-understood concept in the German context.
[Minor]: CULTURE-SPECIFIC REFERENCE - The use of the hashtag ""#rats"" may not be a familiar convention for the German audience."
266,"Spring peas at Gilpin are showing up so trellise needs to be set. Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","Frühlingserbs bei Gilpin zeigen sich, sodass das Rankgerüst aufgestellt werden muss. Außerdem muss dort eine Salatzeile gesät werden, um geschnittene Grüns in beiden zu integrieren. Wir haben das Erntepersonal in Bewässerung, Bettenvorbereitung und Verpflanzung geschult, was 90% der Nicht-Ernte-Fertigkeiten ausmacht.","MQM annotations:
Audience Appropriateness Errors
[Minor]: culture-specific reference - The term ""Gilpin"" may not be familiar to the German audience, as it is a specific location in the source text.
[Minor]: wrong language variety - The term ""Erntepersonal"" (harvest crew) may not be the most appropriate term in the German context, as it could be perceived as too technical or industrial."
271,The experience having to follow directions was far superior on Apple Maps compared to Google Maps. Apple Maps wins.,"Die Erfahrung, Anweisungen befolgen zu müssen, war auf Apple Maps deutlich besser als auf Google Maps. Apple Maps gewinnt.","MQM annotations:
audience appropriateness error:
[minor]: CULTURE-SPECIFIC REFERENCE - The phrase ""wins"" may not be a common way to express the idea of being better or preferred in the German cultural context."
272,So why is it that people jump through extra hoops to install Google Maps?,"Warum machen Leute so viel Aufwand, um Google Maps zu installieren?","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""extra hoops"" may not be a common expression in the German language and culture, potentially causing confusion for the target audience."
285,"To agonize over personal failure & guilt in a world where ""success"" is so often bestowed on people responsible for the most reprehensible acts...","Sich über persönliches Versagen und Schuld in einer Welt zu quälen, in der ""Erfolg"" so oft Menschen zuteilwird, die für die verwerflichsten Handlungen verantwortlich sind...","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""persönliches Versagen und Schuld"" may have strong religious or moral connotations that could be inappropriate or uncomfortable for some target audiences.
[Minor]: WRONG LANGUAGE VARIETY - The term ""zuteilwird"" is a more formal and literary expression that may not align with the intended target audience's language register."
286,We're all such messy critters.,Wir sind alle so chaotische Kreaturen.,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The German translation ""chaotische Kreaturen"" may not convey the same casual, lighthearted tone as the English ""messy critters"". The German term is more formal and less colloquial."
291,"Me extracting functionality of my #Axum projects into shared libraries: ""Hold my keyboard"" :partyparrot: :helix: :ferrisdance:","""Halte mein Tastatur""","MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""Hold my keyboard"" is a culture-specific reference that may not be easily understood by a German audience. The literal translation ""Halte mein Tastatur"" does not convey the same meaning or tone as the original English expression."
297,"But apart from this, it is not difficult - if you use a 3rd party app like Elk and/or Ivory. If you stick to the default web interface it doesn't look and feel good (imho).","Aber abgesehen davon ist es nicht schwierig - wenn Sie eine Drittanbieter-App wie Elk und/oder Ivory verwenden. Wenn Sie sich an die Standard-Weboberfläche halten, sieht und fühlt es sich nicht gut an (meiner Meinung nach).","MQM annotations:
audience appropriateness errors:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""Elk and/or Ivory"" may not be familiar or relevant to the German audience, as these are likely references to specific third-party apps that are more common in the English-speaking context."
300,Description: names for incidents of human-algorithm behavior that account for algorithms & humans. Explanation: account for both sides of mutual influence,"Beschreibung: Namen für Vorfälle von Mensch-Algorithmus-Verhalten, die Algorithmen und Menschen berücksichtigen.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""Algorithmen und Menschen"" may not be a common or intuitive way to refer to the concept of ""human-algorithm behavior"" in the German context."
305,"The ""MusicLM Demo"" is mildly interesting. You can ask for a specific piece of music like ""jazz with a trumpet solo in 5/4 tempo"" and it will generate two tracks for you after a few seconds. It seems to understand tempo, but... the music's just... not good.","""Die 'MusicLM Demo' ist mäßig interessant. Sie können nach einem bestimmten Musikstück wie 'Jazz mit einem Trompetensolo im 5/4-Takt' fragen, und es wird Ihnen nach ein paar Sekunden zwei Tracks generieren. Es scheint das Tempo zu verstehen, aber... die Musik ist einfach... nicht gut.""","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The reference to ""jazz with a trumpet solo in 5/4 tempo"" may not be familiar or meaningful to all German-speaking audiences, as jazz music and its specific styles and time signatures may not be as widely known or appreciated in some German cultural contexts.
[Minor]: WRONG LANGUAGE VARIETY - The use of the phrase ""mäßig interessant"" (mildly interesting) may not be the most natural or idiomatic way to express the sentiment in some German-speaking regions, where a different phrasing or word choice might be more appropriate."
306,Throwing everything you've got over the fence in response to GPT is not it. Try harder Google.,"Alles, was du hast, über den Zaun zu werfen, als Antwort auf GPT ist es nicht. Versuche es härter, Google.","MQM annotations:
Audience Appropriateness Errors
[Major]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""über den Zaun zu werfen"" (throwing everything over the fence) may not be a common or easily understandable idiom for the German target audience.
[Minor]: [WRONG LANGUAGE VARIETY] - The phrase ""Versuche es härter, Google"" uses the informal ""du"" form, which may not be appropriate for a formal or professional context."
307,"It's weird doing weightlifting but also having no real clue what your one-rep-max is, cus that's one of the key ways people track their progress. I work out alone in my bedroom without a spotter or even a weight rack. Just me and a barbell with a bunch of weights. I bench press on my bed. If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me. Anyway, load is going up today. Still feels good.","Es ist seltsam, Gewichtheben zu betreiben, aber auch keine wirkliche Ahnung von seinem Ein-Wiederholungs-Maximum zu haben, denn das ist einer der Schlüsselwege, wie Menschen ihren Fortschritt verfolgen. Ich trainiere alleine in meinem Schlafzimmer ohne Spotter oder sogar ein Gewichtsgestell. Nur ich und eine Hantel mit einer Reihe von Gewichten. Ich mache Bankdrücken auf meinem Bett. Wenn ich versuche, mein Ein-Wiederholungs-Maximum herauszufinden, habe ich möglicherweise nicht genug Gewichte, um mich zu überlasten, oder es könnte mich ernsthaft verletzen/töten. Auf jeden Fall wird die Belastung heute erhöht. Fühlt sich immer noch gut an.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""one-rep-max"" is a specific weightlifting concept that may not be widely understood by the German audience.
[Minor]: WRONG LANGUAGE VARIETY - The use of the term ""Bankdrücken"" (bench press) instead of a more common German equivalent may sound slightly unusual or technical for the target audience."
309,This is my personal Mandela effect thing. I'd never seen it in a cookbook. I'd never seen it at the fancy grocer or any of the Italian delis. I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,"Dies ist mein persönlicher Mandela-Effekt-Gegenstand. Ich habe es noch nie in einem Kochbuch gesehen. Ich habe es weder beim Feinkosthändler noch in italienischen Delis gesehen. Ich habe noch nie gesehen, dass jemandes Mutter es gemacht hat, oder dass es mir auf einer Party aufgedrängt wurde, oder dass es im Zusammenhang mit jemandes Saucenherstellung oder Backtagen aufgetaucht ist.","MQM annotations:
Audience Appropriateness Errors
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""Mandela effect"" may not be widely understood by the German audience, as it is a concept more commonly known in English-speaking contexts.
[Minor]: CULTURE-SPECIFIC REFERENCE - The reference to ""fancy grocer"" and ""Italian delis"" may not resonate with the German audience, as the cultural context is more specific to English-speaking regions."
312,"This would be mainly for web browsing, occasional email, and some games.","Dies wäre hauptsächlich für das Surfen im Internet, gelegentliches E-Mail-Schreiben und einige Spiele.","MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The term ""email"" may not be a common term in some German-speaking regions, where ""E-Mail"" is more commonly used."
314,"""A good game is only late until it ships. A bad game is bad forever.""","""Ein gutes Spiel ist nur spät, bis es erscheint. Ein schlechtes Spiel ist für immer schlecht.""","MQM annotations:
audience appropriateness error:
[Minor]: CULTURE-SPECIFIC REFERENCE - The phrase ""für immer schlecht"" may not be as idiomatic or natural in the German language as the English ""bad forever""."
318,"Is it so ephemeral then? Merely a ""catchphrase"" with no clear originator?","Ist es dann so flüchtig? Lediglich ein ""Schlagwort"" ohne klaren Urheber?","MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""catchphrase"" may not be a common or well-understood concept in the German cultural context, and a more natural German equivalent may be preferable."
319,"Smoky, my 10 month old male Domestic Blue kitten, playing with a red rubber Apple Pencil comfort device bought from Amazon he absconded months ago. He carries it in his mouth proudly all over the house, and I just have to laugh inwardly. Every time I see him do it.","Rauchiger, meine 10 Monate alte männliche Hauskatze der Rasse Blau, spielt mit einem roten Gummi-Apple-Pencil-Komfortgerät, das ich vor Monaten bei Amazon gekauft und das er sich angeeignet hat. Er trägt es stolz in seinem Maul durch das ganze Haus, und ich muss innerlich einfach lachen, wenn ich ihn dabei sehe.","MQM annotations:
Audience Appropriateness Errors
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""Apple Pencil"" may not be familiar to all German readers, as it is a product specific to the Apple brand."
322,"One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board. You can buy ONE of the boards listed above, not one of each. There are no buying restrictions on Picos or other merchandise.","Eine Einheit pro Kunde-Regel bleibt bestehen, da wir versuchen, sicherzustellen, dass jeder, der ansteht, eine der Platinen erhalten kann. Sie können NUR EINE der oben aufgeführten Platinen kaufen, nicht eine von jeder. Es gibt keine Kaufbeschränkungen für Picos oder andere Waren.","MQM annotations:
Audience Appropriateness Errors
[Minor]: culture-specific reference - The term ""Picos"" may not be familiar to the German audience and could be better explained or replaced with a more common term."
326,"The eight-eyed Repnids seem to be watching as you settle the flyer down on the red soil, but they make no move towards you, in fact they are motionless as you climb out of the flyer and walk slowly towards them. The ground beneath your feet begins to tremble and then shake, as if in an earthquake and you lose your footing, though the Repnids seem unaffected. The rock beneath you gives way suddenly. Repnids have tunnelled below the surface and you fall into a boiling mass of hundreds of Repnid bodies in a cavern below. The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs. Nobody will ever know that you were the first human future traveller.","Die achtäugigen Repnids scheinen zuzuschauen, wie du den Gleiter auf dem roten Boden absetzt, aber sie machen keine Anstalten, auf dich zuzukommen, tatsächlich sind sie regungslos, während du aus dem Gleiter steigst und langsam auf sie zugehst. Der Boden unter deinen Füßen beginnt zu zittern und dann zu beben, als wäre es ein Erdbeben, und du verlierst den Halt, obwohl die Repnids unbeeinträchtigt zu sein scheinen. Der Felsen unter dir gibt plötzlich nach. Die Repnids haben unter der Oberfläche Tunnel gegraben, und du stürzt in eine kochende Masse von Hunderten von Repnid-Körpern in einer Höhle darunter. Das Ende ist schnell, da mehrere Paare von Fangzähnen ihr tödliches Gift injizieren und die Luft von Dyskra deine Lungen kontaminiert. Niemand wird je erfahren, dass du der erste menschliche Zukunftsreisende warst.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""Repnids"" is a made-up creature that may not be familiar or understandable to the German audience.
[Minor]: WRONG LANGUAGE VARIETY - The use of the term ""Gleiter"" (glider) instead of a more common German term for a spacecraft or aircraft may sound unusual or technical for the target audience."
327,"You land the flyer nose upward on the side of the slag heap and climb out. The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them. You halt while still on the mound of crumbled rock and soil and speak to them, saying, 'I come in peace, as a friend.' It appears that they cannot hear you, let alone understand, as your Universal Translator picks up no answer. You decide to use your Psychic Awareness to contact them mentally. It is difficult to make sense of their thoughts; they are terrifyingly alien and your mind recoils from the contact. You decide that establishing contact again would be dangerous and return to your flyer, but the experience has cleared your mind which had been befuddled ever since you jumped into the future. Once back in Falcon's Wing you find it quite easy to plot a course for Earth in 3034 AD. Note that you have used up another polybdenum rod as you jump.","Du landest den Flieger mit der Nase nach oben an der Seite des Schlackeberges und steigst aus. Die achtäugigen Repnids scheinen zu beobachten, aber sie machen keine Bewegung auf dich zu, tatsächlich sind sie regungslos, während du langsam auf sie zugehst. Du hältst inne, während du noch auf dem Haufen aus zerbröckeltem Gestein und Erde stehst, und sprichst zu ihnen: ""Ich komme in Frieden, als Freund."" Es scheint, als könnten sie dich nicht hören, geschweige denn verstehen, da dein Universeller Übersetzer keine Antwort aufnimmt. Du entscheidest, deine Psychische Wahrnehmung zu nutzen, um sie mental zu kontaktieren. Es ist schwierig, ihre Gedanken zu verstehen; sie sind furchteinflößend fremd, und dein Geist zieht sich von dem Kontakt zurück. Du entscheidest, dass ein erneuter Kontakt gefährlich wäre, und kehrst zu deinem Flieger zurück, aber die Erfahrung hat deinen Geist geklärt, der seit deinem Sprung in die Zukunft verwirrt gewesen war. Zurück in Falcons Flügel fällt es dir ganz leicht, einen Kurs zur Erde im Jahr 3034 n.Chr. zu plotten. Beachte, dass du beim Sprung einen weiteren Polybdenumstab verbraucht hast.","MQM annotations:
Accuracy Errors
[Minor]: [culture-specific reference] - The term ""Psychic Awareness"" may not be a familiar concept for the target audience and could be misunderstood."
335,And that's also even though I do still have my to-do list and am organising my life as well.,"Und das ist auch, obwohl ich immer noch meine To-do-Liste habe und mein Leben ebenfalls organisiere.","MQM annotations:
Audience Appropriateness Errors
[Minor]: [culture-specific reference] - The phrase ""to-do list"" may not be a common concept or have the same cultural connotations in the German context."
