index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
407,Nangzhi auto-reconnects to previous device on Bluetooth enablement.,"After the first connection, the Nangzhi will automatically reconnect to the last paired device upon startup (Bluetooth must be enabled).","After the first connection, Nangzhi will automatically reconnect to the last paired device when powered on (provided Bluetooth is enabled).","After the first connection, the device will automatically reconnect to the last paired device when powered on (Bluetooth needs to be enabled).",0.0118,0.0124,0.0109,0.163,0.2717,0.1596,0.6554,0.655,0.5692,0.789,0.8224,0.7748
412,"You can freely switch between using one ear or both; once the two earphones are connected, they will have a double connection; if you put one earphone back into the charging box to turn it off, the other earphone will switch to the single ear mode; if you take it out again, it will switch back to the binaural mode.","Single ear / dual ear freely switchable; connecting both earbuds successfully establishes a dual-ear connection; placing either earbud back into the charging case to power off, the other earbud enters single-ear mode, and removing it again automatically restores dual-ear mode.","Seamless switching between mono and stereo modes. Once both earbuds are successfully connected, they enter stereo mode. Place either earbud back into the charging case to turn it off, and the other earbud will switch to mono mode. Taking the earbud out again automatically restores stereo mode.","Seamless switching between single and dual ear modes. Once both earbuds are successfully connected, they enter stereo mode. Place either earbud back into the charging case to turn it off, and the other earbud will switch to mono mode. Taking the earbud out again automatically restores stereo mode.",0.0874,0.1394,0.1426,0.1466,0.2514,0.2683,0.6063,0.6255,0.6249,0.7702,0.7969,0.8069
415,Refer to the following techniques to reset the headset,"If the earphones cannot connect or be used normally, please refer to the following methods to reset them.","If the headphones fail to connect or work properly, please reset them as described below.","If the headphones fail to connect or work properly, please reset them according to the following method.",0.0595,0.0151,0.0599,0.5782,0.1562,0.3061,0.6715,0.66,0.6906,0.82,0.8063,0.813
416,"Take out earbuds, hold multi-function buttons for 15 secs when lights flash, without earphones, insert headphones after releasing buttons into charging box, awards list.","Headphones: Take the earphones out of the charging case. With the earphones powered off, press and hold the multi-function button on both earphones for 15 seconds respectively until the red and white lights flash alternately 3 times, then release and return them to the charging case (to clear the pairing record between the earphones and the mobile phone).","Earbuds: Take the earbuds out of the charging case. With the earbuds powered off, press and hold the multi-function button on each earbud for 15 seconds until the red and white lights flash alternately 3 times. Then, release the buttons and place the earbuds back into the charging case (this clears the pairing record between the earbuds and the phone).","Earbuds: Take the earbuds out of the charging case. With the earbuds powered off, press and hold the multi-function button on each earbud for 15 seconds until the red and white lights flash alternately 3 times. Then, release the buttons and place the earbuds back into the charging case (this clears the pairing record between the earbuds and the phone).",0.0112,0.0111,0.0111,0.2915,0.3638,0.3638,0.3902,0.4144,0.4144,0.7408,0.7446,0.7446
423,Visit www micom for Yan operation sales network info,Please find information about this rigorous operation at the sales website: www.micom.,"For related information regarding this rigorous procedure, please check the sales website: www micom","For related information about this strict procedure, please check the sales website: www.micom",0.017,0.0288,0.0132,0.1075,0.3322,0.1064,0.5797,0.5732,0.6014,0.7402,0.7604,0.7501
426,"Earbuds control features, answer calls, hang up, play/halt music, long press for one second to release,",The following functions can be operated on either the left or right earbud: Single tap to answer a call during an incoming call; Hang up the phone during a call or outgoing call; Play/pause audio during music playback; Long press for about 1 second and release.,"The following functions can be operated on both the left and right earbuds: Tap once to answer an incoming call, hang up during an active or outgoing call, or play/pause audio during music playback; press and hold for about 1 second then release.","The following functions can be operated on both the left and right earbuds: Tap once when there is an incoming call to answer the call; during an active or outgoing call, hang up the phone; during music playback, play/pause audio. Press and hold for about 1 second then release.",0.0107,0.0262,0.0218,0.3697,0.2845,0.2757,0.5897,0.5756,0.5692,0.7714,0.7759,0.7637
429,Turn on the voice assistant while it is in standby (the device needs to support the voice function and turn on the fast wake-up setting),"When on standby, activate voice assistant (requires device support for voice functionality and having quick wake-up settings enabled).","During standby, activate the voice assistant (requires device voice support and quick wake-up enabled).","During standby, activate the voice assistant (requires the device to support voice function and the quick wake-up setting to be enabled).",0.0224,0.0449,0.0856,0.3671,0.288,0.4872,0.7097,0.6908,0.7139,0.8385,0.8218,0.8612
435,Basic headphone specifications,Basic parameters of headphones,Headphone Basic Specifications,Headphone Basic Specifications,0.0803,0.1136,0.1136,0.3226,0.5,0.5,0.6698,0.6872,0.6872,0.8687,0.9343,0.9343
438,Input parameters: 5V 2 100mA,"Input parameters: 5V, 100mA",Input parameters: 5V / 100mA,Input parameters: 5V / 100mA,0.5373,0.5373,0.5373,0.5215,0.75,0.75,0.8853,0.8885,0.8885,0.9725,0.9718,0.9718
439,Net weight: 4.1g/ear,Single earbud net weight: Approximately 4.1g,Weight per earbud: Approx. 4.1 g,Single ear net weight: Approx. 4.1 g,0.0699,0.0278,0.0507,0.5682,0.0,0.5515,0.669,0.595,0.7267,0.8754,0.8711,0.8882
448,"Do not alter or remove the headset, it may cause fire or damage.","Please do not disassemble, repair, or modify the headphones for any reason, as this may cause a fire or even completely damage the product.","Do not disassemble, repair, or modify the earphones for any reason, otherwise it may cause a fire or even completely damage this product.","Do not disassemble, repair, or modify the earphones for any reason, otherwise it may cause a fire or even completely damage this product.",0.0253,0.0581,0.0581,0.4981,0.5877,0.5877,0.7461,0.72,0.72,0.8642,0.8533,0.8533
451,4 Avoid using the device during thunderstorms as they may result in irregular device operation and raise the danger of electric shock;,"Do not use the device during thunderstorms, as thunderstorms can cause the device to malfunction and increase the risk of electric shock.","4 Do not use this device during thunderstorms, as they can cause the device to malfunction and increase the risk of electric shock.","4 Do not use this device during thunderstorms, as thunderstorms can cause the device to malfunction and increase the risk of electric shock.",0.1595,0.0847,0.0793,0.4646,0.5197,0.4906,0.7863,0.7978,0.8006,0.8822,0.8951,0.8896
453,6 Don't let liquids touch this product.,Please do not allow this product to come into contact with liquids.,6 Do not expose this product to liquid.,6 Do not bring this product into contact with liquid.,0.0391,0.0758,0.0596,0.2,0.1408,0.2055,0.7736,0.7339,0.7687,0.8907,0.8957,0.9173
454,Note:,Attention.,Note,Attention,0.0,0.0654,0.0,0.0,0.0,0.0,0.1388,0.6156,0.2258,0.7252,0.9333,0.7539
457,3 Please limit the amount of time and volume that you wear headphones to avoid damaging your hearing;,Prolonged continuous use of headphones can damage hearing. Please control your usage time and volume appropriately.,Prolonged continuous use of headphones is harmful to hearing; please reasonably control the usage time and volume.,3. Prolonged continuous use of headphones is harmful to hearing; please control the usage time and volume reasonably.,0.0646,0.0734,0.0676,0.3546,0.2972,0.3824,0.7223,0.6768,0.7133,0.8496,0.8503,0.8508
471,"2 If there is a performance issue within 8-15 days of receipt noted in the ""Redmi AirDots 2 EE Fault List,"" Xiaomi's after-sales service center will confirm and fix the problem","From 8 to 15 days after the date of your receipt, if this product exhibits performance failures listed in the ""Redmi AirDots 2 Performance Failure Table,"" and this is confirmed by the Xiaomi After-Sales Service Center, then...","2. Within 8 to 15 days starting the day after receipt, if this product exhibits a performance fault listed in the ""Redmi AirDots 2 Fault Table"", as tested and confirmed by the Xiaomi After-sales Service Center, it is possible to","2. Within 8 to 15 days from the day after you sign for receipt, if this product exhibits a performance fault listed in the《Redmi AirDots 2 ee E Fault Table》, as tested and confirmed by the Xiaomi After-sales Service Center, it is possible to",0.1404,0.1349,0.0159,0.4044,0.4607,0.4086,0.6083,0.4,0.4077,0.7935,0.8105,0.7799
476,"mouthpiece headset ""2 The other party on a call is unable to hear the sound.","""Electric Toothbrush Headphones"" 2 During the call, the other party cannot hear any sound.","Bluetooth headset ""2"": During a call, the other party cannot hear me.","Bluetooth headset ""2"": During a call, the other party cannot hear sound.",0.0373,0.0859,0.093,0.2862,0.2901,0.3263,0.5599,0.5222,0.6146,0.7085,0.783,0.8017
480,2 Has outlived the three promises' periods of validity;,2.  Beyond the warranty period;,2. The warranty period has expired;,2. The warranty period has expired;,0.0245,0.0227,0.0227,0.0581,0.1724,0.1724,0.4964,0.5515,0.5515,0.6573,0.6837,0.6837
487,"EU faces admission obstacles in refugee policy talks, says Chinanews com",EU Summit Debates Refugee Policy; EU Official: Reception Process Encounters Bottlenecks at Every Step - China News Network,"EU Summit argues over refugee policy, EU official: Reception process faces bottlenecks at every step - Chinanews.com","EU Summit argues over refugee policy, EU official: Reception process faces bottlenecks at every step - Chinanews.com",0.0096,0.0271,0.0271,0.0855,0.1293,0.1293,0.5255,0.6112,0.6112,0.6081,0.7932,0.7932
488,Conflicts over refugee policy at the EU summit amongst EU officials; obstacles at every stage of the admission process,EU summit embroiled in disputes over refugee policy; EU officials: Bottlenecks exist at every step of the reception process.,"Endless quarrels over refugee policy at EU Summit, EU official: Bottlenecks exist at every step of the reception process.","EU Summit quarrels endlessly over refugee policy, EU official: Bottlenecks exist at every step of the reception process.",0.0816,0.1582,0.0726,0.4331,0.4934,0.4354,0.6585,0.6266,0.6182,0.7,0.6694,0.6983
490,"The EU's action, according to reports, is a reaction to growing worries over illegal immigration in Europe, which is now the main cause of the EU's poor deportation rate of illegal immigrants.","Reportedly, this move by the EU is a response to growing concerns in Europe about illegal immigration. Now, the EU's core problem is that only a small number of illegal immigrants are ultimately repatriated.","Reportedly, the EU's move is a response to growing concerns over Europe's illegal immigration problem; the core issue for the EU now is that very few illegal immigrants are ultimately repatriated.","Reportedly, the EU's move is a response to growing concerns over Europe's illegal immigration problem; the core issue for the EU now is that very few illegal immigrants are ultimately repatriated.",0.0635,0.0511,0.0511,0.3118,0.3324,0.3324,0.7233,0.7335,0.7335,0.8327,0.8399,0.8399
493,"The expenditures will not be covered by EU funding, according to Von der Leyen.",Ursula von der Leyen has repeatedly stated that EU funds will not cover the costs.,Von der Leyen has repeatedly stated that EU funds will not pay for the related costs.,Von der Leyen has repeatedly stated that EU funds will not pay for the related costs.,0.0407,0.0779,0.0779,0.406,0.3599,0.3599,0.6344,0.6731,0.6731,0.8171,0.8241,0.8241
496,"According to estimates from the European Commission, the Schengen member states of the EU received more than 920,000 asylum claims in 2017—a nearly 50% rise from the year before.","According to estimates by the European Commission, EU Schengen countries received over 920,000 asylum applications last year, an increase of nearly half compared to the previous year.","According to European Commission estimates, Schengen countries received over 920,000 asylum applications last year, an increase of nearly 50% compared to the previous year.","According to European Commission estimates, the EU's Schengen countries received over 920,000 asylum applications last year, an increase of nearly 50% compared to the previous year.",0.1374,0.0559,0.0627,0.333,0.2803,0.2971,0.7642,0.7911,0.7976,0.8984,0.9001,0.9058
