index,source,target,category,annotation
463,在冰冷的温度下，他们经常呼吁保持安静，因为他们竭力想从破旧的混凝土堆中听到任何生命的声音。,"In the cold temperatures, they often call for silence, as they struggle to hear any sound of life through the rotting concrete.",locale_conventions,"locale conventions:

MQM annotations:
no error"
463,在冰冷的温度下，他们经常呼吁保持安静，因为他们竭力想从破旧的混凝土堆中听到任何生命的声音。,"In the cold temperatures, they often call for silence, as they struggle to hear any sound of life through the rotting concrete.",style,"MQM annotations:
minor: style/Unnatural Flow - ""as they struggle to hear any sound of life through the rotting concrete"" sounds a bit awkward and could be rephrased for better flow. A more natural phrasing might be ""as they desperately try to detect any sign of life within the rubble."""
463,在冰冷的温度下，他们经常呼吁保持安静，因为他们竭力想从破旧的混凝土堆中听到任何生命的声音。,"In the cold temperatures, they often call for silence, as they struggle to hear any sound of life through the rotting concrete.",terminology,"```
MQM annotations:
```"
464,据路透社今天报道称，又有两名妇女在地震废墟中幸存数日后被救出。,"Two more women were rescued from the rubble, days after they survived the quake, according to a report by Reuters today.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
464,据路透社今天报道称，又有两名妇女在地震废墟中幸存数日后被救出。,"Two more women were rescued from the rubble, days after they survived the quake, according to a report by Reuters today.",audience_appropriateness,"MQM annotations:
minor: no-error"
464,据路透社今天报道称，又有两名妇女在地震废墟中幸存数日后被救出。,"Two more women were rescued from the rubble, days after they survived the quake, according to a report by Reuters today.",design_and_markup,"MQM annotations:
design and markup errors:
minor: no-error - None"
464,据路透社今天报道称，又有两名妇女在地震废墟中幸存数日后被救出。,"Two more women were rescued from the rubble, days after they survived the quake, according to a report by Reuters today.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing comma after ""rubble""."
464,据路透社今天报道称，又有两名妇女在地震废墟中幸存数日后被救出。,"Two more women were rescued from the rubble, days after they survived the quake, according to a report by Reuters today.",locale_conventions,"locale conventions:

MQM annotations:
minor: no-error - No locale convention errors found. The translation accurately reflects the information in the source text without violating any locale-specific formatting or content requirements."
464,据路透社今天报道称，又有两名妇女在地震废墟中幸存数日后被救出。,"Two more women were rescued from the rubble, days after they survived the quake, according to a report by Reuters today.",style,"MQM annotations:
minor: style/Unnatural Flow - The phrase ""days after they survived the quake"" sounds slightly awkward. A more natural phrasing might be ""days after the earthquake."""
464,据路透社今天报道称，又有两名妇女在地震废墟中幸存数日后被救出。,"Two more women were rescued from the rubble, days after they survived the quake, according to a report by Reuters today.",terminology,"```
MQM annotations:
```"
465,"但是，地震造成的死亡人数攀升达24,150 人。","However, the death toll from the earthquake has soared to 24,150 people.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
465,"但是，地震造成的死亡人数攀升达24,150 人。","However, the death toll from the earthquake has soared to 24,150 people.",audience_appropriateness,"MQM annotations:
minor: style/awkward - ""However"" at the beginning of the sentence. While grammatically correct, it might sound slightly formal or abrupt in certain contexts depending on the preceding sentences (which are not provided). A smoother transition might be preferred for some audiences."
465,"但是，地震造成的死亡人数攀升达24,150 人。","However, the death toll from the earthquake has soared to 24,150 people.",design_and_markup,"MQM annotations:
design and markup errors:"
465,"但是，地震造成的死亡人数攀升达24,150 人。","However, the death toll from the earthquake has soared to 24,150 people.",linguistic_conventions,"```
MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing comma after ""However"".
```"
465,"但是，地震造成的死亡人数攀升达24,150 人。","However, the death toll from the earthquake has soared to 24,150 people.",locale_conventions,"locale conventions:

MQM annotations:
no error"
465,"但是，地震造成的死亡人数攀升达24,150 人。","However, the death toll from the earthquake has soared to 24,150 people.",style,"```
MQM annotations:
Style error:
Minor: Unnatural Flow - The phrase ""has soared to"" is grammatically correct but sounds slightly dramatic or unnatural in this context. A more neutral phrasing like ""rose to"" or ""reached"" might be more appropriate.
```"
465,"但是，地震造成的死亡人数攀升达24,150 人。","However, the death toll from the earthquake has soared to 24,150 people.",terminology,"```
MQM annotations:
```"
466,"土耳其死亡人数为20,665 人，叙利亚死亡人数超过3,500 人。","The death toll in Turkey was 20,665, and in Syria more than 3,500.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
466,"土耳其死亡人数为20,665 人，叙利亚死亡人数超过3,500 人。","The death toll in Turkey was 20,665, and in Syria more than 3,500.",audience_appropriateness,"MQM annotations:
no error:"
466,"土耳其死亡人数为20,665 人，叙利亚死亡人数超过3,500 人。","The death toll in Turkey was 20,665, and in Syria more than 3,500.",design_and_markup,"MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
466,"土耳其死亡人数为20,665 人，叙利亚死亡人数超过3,500 人。","The death toll in Turkey was 20,665, and in Syria more than 3,500.",linguistic_conventions,"```
MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing period at the end of the sentence.
```"
466,"土耳其死亡人数为20,665 人，叙利亚死亡人数超过3,500 人。","The death toll in Turkey was 20,665, and in Syria more than 3,500.",locale_conventions,"locale conventions:

MQM annotations:
no error"
466,"土耳其死亡人数为20,665 人，叙利亚死亡人数超过3,500 人。","The death toll in Turkey was 20,665, and in Syria more than 3,500.",style,"MQM annotations:
minor: style/unnatural flow - The phrase ""The death toll in Turkey was 20,665, and in Syria more than 3,500"" is grammatically correct but sounds slightly unnatural. A more natural flow might be ""The death toll in Turkey reached 20,665, while Syria reported over 3,500 deaths."""
466,"土耳其死亡人数为20,665 人，叙利亚死亡人数超过3,500 人。","The death toll in Turkey was 20,665, and in Syria more than 3,500.",terminology,"```
MQM annotations:
```"
467,"周一发生的7.8 级地震，在土耳其和叙利亚继续发生了几次强烈余震，是本世纪第七大致命自然灾害，超过了日本2011 年的地震和海啸，接近2003 年邻国伊朗地震造成的31,000 人死亡。","The 7.8-magnitude earthquake on Monday, which was followed by several strong aftershocks in Turkey and Syria, was the seventh deadliest natural disaster of the century, surpassing the 2011 Japanese earthquake and tsunami, which killed nearly 31,000 people, and the 2003 earthquake in neighboring Iran.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: accuracy/mistranslation - ""which killed nearly 31,000 people, and the 2003 earthquake in neighboring Iran."" The translation incorrectly implies the 2011 Japanese earthquake killed nearly 31,000 people, while the source text states the 2003 earthquake in Iran caused approximately 31,000 deaths. The accurate reading is ""...接近2003 年邻国伊朗地震造成的31,000 人死亡""
[Minor]: no-error
```"
467,"周一发生的7.8 级地震，在土耳其和叙利亚继续发生了几次强烈余震，是本世纪第七大致命自然灾害，超过了日本2011 年的地震和海啸，接近2003 年邻国伊朗地震造成的31,000 人死亡。","The 7.8-magnitude earthquake on Monday, which was followed by several strong aftershocks in Turkey and Syria, was the seventh deadliest natural disaster of the century, surpassing the 2011 Japanese earthquake and tsunami, which killed nearly 31,000 people, and the 2003 earthquake in neighboring Iran.",audience_appropriateness,"MQM annotations:
no error:"
467,"周一发生的7.8 级地震，在土耳其和叙利亚继续发生了几次强烈余震，是本世纪第七大致命自然灾害，超过了日本2011 年的地震和海啸，接近2003 年邻国伊朗地震造成的31,000 人死亡。","The 7.8-magnitude earthquake on Monday, which was followed by several strong aftershocks in Turkey and Syria, was the seventh deadliest natural disaster of the century, surpassing the 2011 Japanese earthquake and tsunami, which killed nearly 31,000 people, and the 2003 earthquake in neighboring Iran.",design_and_markup,"```
MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error
```"
467,"周一发生的7.8 级地震，在土耳其和叙利亚继续发生了几次强烈余震，是本世纪第七大致命自然灾害，超过了日本2011 年的地震和海啸，接近2003 年邻国伊朗地震造成的31,000 人死亡。","The 7.8-magnitude earthquake on Monday, which was followed by several strong aftershocks in Turkey and Syria, was the seventh deadliest natural disaster of the century, surpassing the 2011 Japanese earthquake and tsunami, which killed nearly 31,000 people, and the 2003 earthquake in neighboring Iran.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing comma after ""tsunami""."
467,"周一发生的7.8 级地震，在土耳其和叙利亚继续发生了几次强烈余震，是本世纪第七大致命自然灾害，超过了日本2011 年的地震和海啸，接近2003 年邻国伊朗地震造成的31,000 人死亡。","The 7.8-magnitude earthquake on Monday, which was followed by several strong aftershocks in Turkey and Syria, was the seventh deadliest natural disaster of the century, surpassing the 2011 Japanese earthquake and tsunami, which killed nearly 31,000 people, and the 2003 earthquake in neighboring Iran.",locale_conventions,"locale conventions:

MQM annotations:"
467,"周一发生的7.8 级地震，在土耳其和叙利亚继续发生了几次强烈余震，是本世纪第七大致命自然灾害，超过了日本2011 年的地震和海啸，接近2003 年邻国伊朗地震造成的31,000 人死亡。","The 7.8-magnitude earthquake on Monday, which was followed by several strong aftershocks in Turkey and Syria, was the seventh deadliest natural disaster of the century, surpassing the 2011 Japanese earthquake and tsunami, which killed nearly 31,000 people, and the 2003 earthquake in neighboring Iran.",style,"```
MQM annotations:
Style Errors:
minor: unnatural flow - ""which was followed by several strong aftershocks"" can be phrased more naturally.
minor: unnatural flow - ""the seventh deadliest natural disaster of the century"" sounds slightly awkward and could be rephrased for better flow.
```"
467,"周一发生的7.8 级地震，在土耳其和叙利亚继续发生了几次强烈余震，是本世纪第七大致命自然灾害，超过了日本2011 年的地震和海啸，接近2003 年邻国伊朗地震造成的31,000 人死亡。","The 7.8-magnitude earthquake on Monday, which was followed by several strong aftershocks in Turkey and Syria, was the seventh deadliest natural disaster of the century, surpassing the 2011 Japanese earthquake and tsunami, which killed nearly 31,000 people, and the 2003 earthquake in neighboring Iran.",terminology,"```
MQM annotations:
```"
468,"1999 年在土耳其西北部发生的类似强烈地震造成17,000 多人丧生。","A similar strong earthquake in northwestern Turkey in 1999 killed more than 17,000 people.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
468,"1999 年在土耳其西北部发生的类似强烈地震造成17,000 多人丧生。","A similar strong earthquake in northwestern Turkey in 1999 killed more than 17,000 people.",audience_appropriateness,"MQM annotations:
minor: no-error
major: no-error
critical: no-error"
468,"1999 年在土耳其西北部发生的类似强烈地震造成17,000 多人丧生。","A similar strong earthquake in northwestern Turkey in 1999 killed more than 17,000 people.",design_and_markup,"MQM annotations:
design and markup errors:
minor: no-error"
468,"1999 年在土耳其西北部发生的类似强烈地震造成17,000 多人丧生。","A similar strong earthquake in northwestern Turkey in 1999 killed more than 17,000 people.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
critical: no-error
major: no-error
minor: no-error"
468,"1999 年在土耳其西北部发生的类似强烈地震造成17,000 多人丧生。","A similar strong earthquake in northwestern Turkey in 1999 killed more than 17,000 people.",locale_conventions,"```
locale conventions:

MQM annotations:
```"
468,"1999 年在土耳其西北部发生的类似强烈地震造成17,000 多人丧生。","A similar strong earthquake in northwestern Turkey in 1999 killed more than 17,000 people.",style,"MQM annotations:
No Errors"
468,"1999 年在土耳其西北部发生的类似强烈地震造成17,000 多人丧生。","A similar strong earthquake in northwestern Turkey in 1999 killed more than 17,000 people.",terminology,"```
MQM annotations:
```"
469,土耳其当局周六表示，在该地区发生20 年来最致命的地震后，两名妇女被困122 小时，救援人员在土耳其从倒塌建筑物的废墟中救出了这两名妇女。,"After the deadliest earthquake in the area in 20 years, two women were trapped for 122 hours after rescuers rescued the two women from the rubble of collapsed buildings in Turkey, Turkish authorities said Saturday.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
469,土耳其当局周六表示，在该地区发生20 年来最致命的地震后，两名妇女被困122 小时，救援人员在土耳其从倒塌建筑物的废墟中救出了这两名妇女。,"After the deadliest earthquake in the area in 20 years, two women were trapped for 122 hours after rescuers rescued the two women from the rubble of collapsed buildings in Turkey, Turkish authorities said Saturday.",audience_appropriateness,"MQM annotations:
no error"
469,土耳其当局周六表示，在该地区发生20 年来最致命的地震后，两名妇女被困122 小时，救援人员在土耳其从倒塌建筑物的废墟中救出了这两名妇女。,"After the deadliest earthquake in the area in 20 years, two women were trapped for 122 hours after rescuers rescued the two women from the rubble of collapsed buildings in Turkey, Turkish authorities said Saturday.",design_and_markup,"MQM annotations:
design and markup errors:
no error"
469,土耳其当局周六表示，在该地区发生20 年来最致命的地震后，两名妇女被困122 小时，救援人员在土耳其从倒塌建筑物的废墟中救出了这两名妇女。,"After the deadliest earthquake in the area in 20 years, two women were trapped for 122 hours after rescuers rescued the two women from the rubble of collapsed buildings in Turkey, Turkish authorities said Saturday.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing comma after ""Saturday""."
469,土耳其当局周六表示，在该地区发生20 年来最致命的地震后，两名妇女被困122 小时，救援人员在土耳其从倒塌建筑物的废墟中救出了这两名妇女。,"After the deadliest earthquake in the area in 20 years, two women were trapped for 122 hours after rescuers rescued the two women from the rubble of collapsed buildings in Turkey, Turkish authorities said Saturday.",locale_conventions,"```
locale conventions:

MQM annotations:
```"
469,土耳其当局周六表示，在该地区发生20 年来最致命的地震后，两名妇女被困122 小时，救援人员在土耳其从倒塌建筑物的废墟中救出了这两名妇女。,"After the deadliest earthquake in the area in 20 years, two women were trapped for 122 hours after rescuers rescued the two women from the rubble of collapsed buildings in Turkey, Turkish authorities said Saturday.",style,"```
MQM annotations:
Style Errors:
minor: style/unnatural flow - ""two women were trapped for 122 hours after rescuers rescued the two women"" is redundant and could be phrased more naturally.
minor: style/unnatural flow - ""Turkish authorities said Saturday"" is somewhat awkwardly placed at the end of the sentence. A more natural flow might be to place it at the beginning.
```"
469,土耳其当局周六表示，在该地区发生20 年来最致命的地震后，两名妇女被困122 小时，救援人员在土耳其从倒塌建筑物的废墟中救出了这两名妇女。,"After the deadliest earthquake in the area in 20 years, two women were trapped for 122 hours after rescuers rescued the two women from the rubble of collapsed buildings in Turkey, Turkish authorities said Saturday.",terminology,"```
MQM annotations:
```"
470,另一名受伤的55 岁男子被确认为Masallah Cicek，他是从土耳其东南部最大城市迪亚巴克尔一座倒塌建筑的废墟中救出来的。,"Another of the injured, identified as Masallah Cicek, a 55-year-old man, was rescued from the rubble of a collapsed building in Diyarbakir, the largest city in southeast Turkey.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None
```"
470,另一名受伤的55 岁男子被确认为Masallah Cicek，他是从土耳其东南部最大城市迪亚巴克尔一座倒塌建筑的废墟中救出来的。,"Another of the injured, identified as Masallah Cicek, a 55-year-old man, was rescued from the rubble of a collapsed building in Diyarbakir, the largest city in southeast Turkey.",audience_appropriateness,"MQM annotations:
no error:"
470,另一名受伤的55 岁男子被确认为Masallah Cicek，他是从土耳其东南部最大城市迪亚巴克尔一座倒塌建筑的废墟中救出来的。,"Another of the injured, identified as Masallah Cicek, a 55-year-old man, was rescued from the rubble of a collapsed building in Diyarbakir, the largest city in southeast Turkey.",design_and_markup,"MQM annotations:
design and markup errors:"
470,另一名受伤的55 岁男子被确认为Masallah Cicek，他是从土耳其东南部最大城市迪亚巴克尔一座倒塌建筑的废墟中救出来的。,"Another of the injured, identified as Masallah Cicek, a 55-year-old man, was rescued from the rubble of a collapsed building in Diyarbakir, the largest city in southeast Turkey.",linguistic_conventions,"```
MQM annotations:
linguistic conventions errors:
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
470,另一名受伤的55 岁男子被确认为Masallah Cicek，他是从土耳其东南部最大城市迪亚巴克尔一座倒塌建筑的废墟中救出来的。,"Another of the injured, identified as Masallah Cicek, a 55-year-old man, was rescued from the rubble of a collapsed building in Diyarbakir, the largest city in southeast Turkey.",locale_conventions,"locale conventions:

MQM annotations:"
470,另一名受伤的55 岁男子被确认为Masallah Cicek，他是从土耳其东南部最大城市迪亚巴克尔一座倒塌建筑的废墟中救出来的。,"Another of the injured, identified as Masallah Cicek, a 55-year-old man, was rescued from the rubble of a collapsed building in Diyarbakir, the largest city in southeast Turkey.",style,"MQM annotations:
minor: style/unnatural flow - The phrase ""Another of the injured"" sounds slightly awkward. A more natural phrasing might be ""Another injured person""."
470,另一名受伤的55 岁男子被确认为Masallah Cicek，他是从土耳其东南部最大城市迪亚巴克尔一座倒塌建筑的废墟中救出来的。,"Another of the injured, identified as Masallah Cicek, a 55-year-old man, was rescued from the rubble of a collapsed building in Diyarbakir, the largest city in southeast Turkey.",terminology,"```
MQM annotations:
```"
471,越通社河内——越通社特派记者报道，在访问文莱达鲁萨兰国期间，2月11日上午，越南政府总理范明政与夫人走访了文莱达鲁萨兰大学（UBD，简称“文莱大学”）。,"In the morning of February 11, Prime Minister Van Minh Dung and his wife visited the University of Brunei Darussalam (UBD) during their official visit to Brunei Darussalam.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: accuracy/wrong named entity - ""Van Minh Dung"" should be ""Pham Minh Chinh"". ""范明政"" was mistranslated.
[Minor]: accuracy/omission - ""越通社特派记者报道"" (VNA special correspondent reported) is omitted.
```"
471,越通社河内——越通社特派记者报道，在访问文莱达鲁萨兰国期间，2月11日上午，越南政府总理范明政与夫人走访了文莱达鲁萨兰大学（UBD，简称“文莱大学”）。,"In the morning of February 11, Prime Minister Van Minh Dung and his wife visited the University of Brunei Darussalam (UBD) during their official visit to Brunei Darussalam.",audience_appropriateness,"MQM annotations:
minor: style/awkward - ""Van Minh Dung"" should be ""Pham Minh Chinh"" to ensure accuracy for the target audience familiar with Vietnamese leaders."
471,越通社河内——越通社特派记者报道，在访问文莱达鲁萨兰国期间，2月11日上午，越南政府总理范明政与夫人走访了文莱达鲁萨兰大学（UBD，简称“文莱大学”）。,"In the morning of February 11, Prime Minister Van Minh Dung and his wife visited the University of Brunei Darussalam (UBD) during their official visit to Brunei Darussalam.",design_and_markup,"```
MQM annotations:
design and markup errors:
minor: no-error
```"
471,越通社河内——越通社特派记者报道，在访问文莱达鲁萨兰国期间，2月11日上午，越南政府总理范明政与夫人走访了文莱达鲁萨兰大学（UBD，简称“文莱大学”）。,"In the morning of February 11, Prime Minister Van Minh Dung and his wife visited the University of Brunei Darussalam (UBD) during their official visit to Brunei Darussalam.",linguistic_conventions,"```
MQM annotations:
linguistic conventions errors:
minor: capitalization/incorrect - ""Van Minh Dung"" should be ""Pham Minh Chinh"" as it's a transliteration error.

```"
471,越通社河内——越通社特派记者报道，在访问文莱达鲁萨兰国期间，2月11日上午，越南政府总理范明政与夫人走访了文莱达鲁萨兰大学（UBD，简称“文莱大学”）。,"In the morning of February 11, Prime Minister Van Minh Dung and his wife visited the University of Brunei Darussalam (UBD) during their official visit to Brunei Darussalam.",locale_conventions,"locale conventions:

MQM annotations:
minor: DATE/TIME FORMAT - The date ""February 11"" could be formatted as ""11 February"" for better flow in some English locales, though the current format is acceptable."
471,越通社河内——越通社特派记者报道，在访问文莱达鲁萨兰国期间，2月11日上午，越南政府总理范明政与夫人走访了文莱达鲁萨兰大学（UBD，简称“文莱大学”）。,"In the morning of February 11, Prime Minister Van Minh Dung and his wife visited the University of Brunei Darussalam (UBD) during their official visit to Brunei Darussalam.",style,"MQM annotations:
Minor: Unnatural Flow - The phrase ""Van Minh Dung"" is an unnatural translation of ""范明政"" in this context. While technically correct as a transliteration, it's unusual to transliterate a name when a more common and widely recognized romanization exists (Pham Minh Chinh). A more natural flow would use the well-known romanization."
471,越通社河内——越通社特派记者报道，在访问文莱达鲁萨兰国期间，2月11日上午，越南政府总理范明政与夫人走访了文莱达鲁萨兰大学（UBD，简称“文莱大学”）。,"In the morning of February 11, Prime Minister Van Minh Dung and his wife visited the University of Brunei Darussalam (UBD) during their official visit to Brunei Darussalam.",terminology,"MQM annotations:
minor: WRONG TERM - ""Van Minh Dung"" is incorrect. The correct transliteration of 范明政 is Phạm Minh Chính."
472,文莱大学是文莱最大的高等高等教育和科学研究中心，在本地区大学排行榜上位居第三。,"The University of Brunei is the largest centre for higher education and scientific research in Brunei, ranking third in the region among universities.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
472,文莱大学是文莱最大的高等高等教育和科学研究中心，在本地区大学排行榜上位居第三。,"The University of Brunei is the largest centre for higher education and scientific research in Brunei, ranking third in the region among universities.",audience_appropriateness,"MQM annotations:
minor: style/awkward - ""The University of Brunei is the largest centre for higher education and scientific research in Brunei, ranking third in the region among universities."" The phrasing is a bit redundant. Saying it's the largest centre in Brunei already implies its significance. A more natural phrasing might be better for the target audience."
472,文莱大学是文莱最大的高等高等教育和科学研究中心，在本地区大学排行榜上位居第三。,"The University of Brunei is the largest centre for higher education and scientific research in Brunei, ranking third in the region among universities.",design_and_markup,"MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
472,文莱大学是文莱最大的高等高等教育和科学研究中心，在本地区大学排行榜上位居第三。,"The University of Brunei is the largest centre for higher education and scientific research in Brunei, ranking third in the region among universities.",linguistic_conventions,"```
MQM annotations:
linguistic conventions errors:
minor: capitalization/incorrect - ""University"" should be ""university"" as it is not the proper name of the university in this context.
```"
472,文莱大学是文莱最大的高等高等教育和科学研究中心，在本地区大学排行榜上位居第三。,"The University of Brunei is the largest centre for higher education and scientific research in Brunei, ranking third in the region among universities.",locale_conventions,"locale conventions:

MQM annotations:
no error"
472,文莱大学是文莱最大的高等高等教育和科学研究中心，在本地区大学排行榜上位居第三。,"The University of Brunei is the largest centre for higher education and scientific research in Brunei, ranking third in the region among universities.",style,"```
MQM annotations:
minor: style/Unnatural Flow - ""centre for higher education and scientific research in Brunei"" sounds slightly unnatural. A more natural phrasing might be ""Brunei's largest higher education and scientific research center"" or similar.
minor: style/Unnatural Flow - ""ranking third in the region among universities"" could be rephrased for better flow, such as ""and ranks third among universities in the region.""
```"
472,文莱大学是文莱最大的高等高等教育和科学研究中心，在本地区大学排行榜上位居第三。,"The University of Brunei is the largest centre for higher education and scientific research in Brunei, ranking third in the region among universities.",terminology,"```
MQM annotations:
```"
473,文莱大学是越南与文莱在教育培训合作中的象征之一。,The University of Brunei is one of the symbols of cooperation between Vietnam and Brunei in education and training.,accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: accuracy/mistranslation - ""The University of Brunei"" should be ""Brunei University"". The source text is 文莱大学, where 文莱 (Wénlái) is Brunei and 大学 (Dàxué) is university. In Chinese, the location often precedes the institution. The correct translation should reflect this order.
[Minor]: no-error
```"
473,文莱大学是越南与文莱在教育培训合作中的象征之一。,The University of Brunei is one of the symbols of cooperation between Vietnam and Brunei in education and training.,audience_appropriateness,"```
MQM annotations:
major: no-error
minor: no-error
critical: no-error
```"
473,文莱大学是越南与文莱在教育培训合作中的象征之一。,The University of Brunei is one of the symbols of cooperation between Vietnam and Brunei in education and training.,design_and_markup,"```
MQM annotations:
design and markup errors:
None
```"
473,文莱大学是越南与文莱在教育培训合作中的象征之一。,The University of Brunei is one of the symbols of cooperation between Vietnam and Brunei in education and training.,linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: capitalization/incorrect - ""University"" should be ""university""."
473,文莱大学是越南与文莱在教育培训合作中的象征之一。,The University of Brunei is one of the symbols of cooperation between Vietnam and Brunei in education and training.,locale_conventions,"locale conventions:

MQM annotations:
no error"
473,文莱大学是越南与文莱在教育培训合作中的象征之一。,The University of Brunei is one of the symbols of cooperation between Vietnam and Brunei in education and training.,style,"```
MQM annotations:
minor: style/Unnatural Flow - The phrase ""one of the symbols"" is a bit awkward in this context. While not incorrect, it could be rephrased for a smoother flow, e.g., ""a symbol"" or ""an example.""
```"
473,文莱大学是越南与文莱在教育培训合作中的象征之一。,The University of Brunei is one of the symbols of cooperation between Vietnam and Brunei in education and training.,terminology,"```
MQM annotations:
```"
474,文莱大学于2013年7月正式与越南FPT大学建立合作关系，主要合作领域是英语培训。,"In July 2013, the University of Brunei formally established the partnership with FPT University in Vietnam, mainly in the field of English language training.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None
```"
474,文莱大学于2013年7月正式与越南FPT大学建立合作关系，主要合作领域是英语培训。,"In July 2013, the University of Brunei formally established the partnership with FPT University in Vietnam, mainly in the field of English language training.",audience_appropriateness,"MQM annotations:
no error"
474,文莱大学于2013年7月正式与越南FPT大学建立合作关系，主要合作领域是英语培训。,"In July 2013, the University of Brunei formally established the partnership with FPT University in Vietnam, mainly in the field of English language training.",design_and_markup,"```
MQM annotations:
design and markup errors:
minor: no error
```"
474,文莱大学于2013年7月正式与越南FPT大学建立合作关系，主要合作领域是英语培训。,"In July 2013, the University of Brunei formally established the partnership with FPT University in Vietnam, mainly in the field of English language training.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: capitalization - ""University of Brunei"" should be ""Universiti Brunei"" or ""Brunei University"" to match the common English usage and official names.
minor: capitalization - ""English language training"" could be ""English Language Training"" for consistency in formal writing."
474,文莱大学于2013年7月正式与越南FPT大学建立合作关系，主要合作领域是英语培训。,"In July 2013, the University of Brunei formally established the partnership with FPT University in Vietnam, mainly in the field of English language training.",locale_conventions,"locale conventions:

MQM annotations:
No errors found."
474,文莱大学于2013年7月正式与越南FPT大学建立合作关系，主要合作领域是英语培训。,"In July 2013, the University of Brunei formally established the partnership with FPT University in Vietnam, mainly in the field of English language training.",style,"MQM annotations:
No Errors"
474,文莱大学于2013年7月正式与越南FPT大学建立合作关系，主要合作领域是英语培训。,"In July 2013, the University of Brunei formally established the partnership with FPT University in Vietnam, mainly in the field of English language training.",terminology,"```
MQM annotations:
```"
475,除了英语、法语、德育、日语和韩语等外语外，文莱大学还将越南语纳入教学课程。,"In addition to foreign languages such as English, French, German, Japanese and Korean, the University of Brunei also includes Vietnamese in the curricula.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None
```"
475,除了英语、法语、德育、日语和韩语等外语外，文莱大学还将越南语纳入教学课程。,"In addition to foreign languages such as English, French, German, Japanese and Korean, the University of Brunei also includes Vietnamese in the curricula.",audience_appropriateness,"MQM annotations:
no error"
475,除了英语、法语、德育、日语和韩语等外语外，文莱大学还将越南语纳入教学课程。,"In addition to foreign languages such as English, French, German, Japanese and Korean, the University of Brunei also includes Vietnamese in the curricula.",design_and_markup,"```
MQM annotations:
design and markup errors:
None
```"
475,除了英语、法语、德育、日语和韩语等外语外，文莱大学还将越南语纳入教学课程。,"In addition to foreign languages such as English, French, German, Japanese and Korean, the University of Brunei also includes Vietnamese in the curricula.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: capitalization/incorrect - ""University of Brunei"" should be ""University of Brunei"" - ""University of Brunei"" should be ""University of Brunei"".
minor: punctuation/omission - Missing period at the end of the sentence."
475,除了英语、法语、德育、日语和韩语等外语外，文莱大学还将越南语纳入教学课程。,"In addition to foreign languages such as English, French, German, Japanese and Korean, the University of Brunei also includes Vietnamese in the curricula.",locale_conventions,"locale conventions:

MQM annotations:
no error"
475,除了英语、法语、德育、日语和韩语等外语外，文莱大学还将越南语纳入教学课程。,"In addition to foreign languages such as English, French, German, Japanese and Korean, the University of Brunei also includes Vietnamese in the curricula.",style,"MQM annotations:
minor: style/unnatural flow - ""the University of Brunei also includes Vietnamese in the curricula"" sounds slightly awkward. A more natural phrasing could be ""the University of Brunei also offers Vietnamese in its curricula."""
475,除了英语、法语、德育、日语和韩语等外语外，文莱大学还将越南语纳入教学课程。,"In addition to foreign languages such as English, French, German, Japanese and Korean, the University of Brunei also includes Vietnamese in the curricula.",terminology,"```
MQM annotations:
```"
