index,original,translated,style_annotation
447,"And up until like two years ago, I had no idea until I checked my transcripts.","ועד לפני שנתיים בערך, לא היה לי מושג עד שבדקתי את הגיליונות ציונים שלי.","```
MQM annotations:
Style Errors:
minor: unnatural flow - While grammatically correct, the phrase ""הגיליונות ציונים שלי"" (my grade sheets) sounds slightly unnatural in Hebrew. A more natural way to express this would be ""דפי הציונים שלי"" or ""תעודת הציונים שלי"".
```"
455,"It's exciting, nerve-wracking, stressful, and all the good things that I love about working in games.","זה מרגש, מורט עצבים, מלחיץ, וכל הדברים הטובים שאני אוהב/ת בעבודה בתחום המשחקים.","MQM annotations:
minor: style/Unnatural Flow - The phrase ""וכל הדברים הטובים"" (and all the good things) sounds slightly unnatural in Hebrew in this context. A more natural phrasing might be ""וכל הדברים שאני אוהב/ת"". It's not grammatically incorrect, but it lacks a certain fluency."
463,Came home on my lunch break to see this sitting outside uwu.,חזרתי הביתה בהפסקת הצהריים שלי וראיתי את זה יושב בחוץ uwu.,"MQM annotations:
Minor: Register/Unnatural Flow - The use of ""uwu"" in the Hebrew translation is unnatural and doesn't fit the flow of the sentence. While it's a direct transliteration of the English expression, it doesn't hold the same meaning or connotation in Hebrew and feels out of place. It may also be considered inappropriate register depending on the context."
475,Had a recent graduate artist take some critique badly tonight.,אמן בוגר טרי קיבל הערות ביקורת הערב בצורה קשה.,"MQM annotations:
Style error:
[Minor]: [Unnatural Flow] - ""אמן בוגר טרי"" (aman boger teri) meaning ""fresh graduate artist"" is grammatically correct but sounds slightly unnatural. A more common phrasing might be ""בוגר טרי"" (boger tari) instead of ""אמן בוגר טרי"" in terms of word order or ""בוגר טרי לאמנות"" (boger tari le'omanut) to specify the field."
482,"So while composting and bloom scrolling are a wonderful reminder to look up, and be aware of life beyond the screen.",למרות שקומפוסט וגלילת פריחה הם תזכורת נפלאה להרים את הראש ולהיות מודעים לחיים מעבר למסך.,"```
MQM annotations:
Style Errors:
minor: unnatural flow - While grammatically correct, the sentence structure feels slightly unnatural in Hebrew. A more idiomatic phrasing might improve the flow.
```"
483,It is as important to explore servers and IP addresses.,חשוב באותה מידה לחקור שרתים וכתובות IP.,"MQM annotations:
Styles error:
minor: style/unnatural flow - The phrase ""באותה מידה"" (b'ota mi'da) which translates to ""to the same extent"" or ""equally"", sounds slightly unnatural in this context. A more natural phrasing might be ""לא פחות חשוב"" (lo pachot chashuv) which translates to ""no less important""."
491,She did not look back.,היא לא הביטה לאחור.,"MQM annotations:
No style errors found."
492,He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains.,הוא חיכה עד שהיה בחושך של חדר השינה לפני ששלף את הפתק וקרא אותו בקרן אור שבקעה מבעד לוילונות ההאפלה.,"```
MQM annotations:
Style Errors:
minor: style/unnatural flow - The phrase ""בחושך של חדר השינה"" (in the darkness of the bedroom) sounds slightly unnatural. A more natural phrasing might be ""בחדר השינה החשוך"" (in the dark bedroom) or ""בחושך שבחדר השינה"" (in the darkness in the bedroom).
```"
493,One block-printed word.,מילה מודפסת בחריתה,"MQM annotations:
minor: style/unnatural flow - The phrase ""מודפסת בחריתה"" (printed in engraving) is a literal translation and sounds unnatural in Hebrew. A more natural translation might be ""מילה בדפוס"" (printed word) or ""מילה מודפסת"" (printed word)."
498,I'd particularly like to connect with more.,אני במיוחד אשמח ליצור קשר עם עוד.,"MQM annotations:
minor: style/Unnatural Flow - The phrase ""אני במיוחד אשמח ליצור קשר עם עוד"" (Ani bimiyuchad esmach litzor kesher im od) is grammatically correct but sounds slightly awkward and unnatural in Hebrew. A more natural phrasing might be ""אשמח במיוחד ליצור קשר עם אנשים נוספים"" (Esmach bimiyuchad litzor kesher im anashim nosafim) or a similar variation."
499,Everyone with their hair on fire about CNN can thank Stephen Colbert for the hard right turn.,כל מי שרותח מזעם על CNN יכול להודות לסטיבן קולברט על הפנייה החדה ימינה.,"MQM annotations:
Style error:
[Minor]: [Unnatural Flow] - While the translation accurately conveys the meaning, the phrase ""הפנייה החדה ימינה"" (the sharp turn to the right) sounds slightly unnatural in Hebrew. A more common expression might be ""השינוי החד לימין"" (the sharp change to the right) or a similar phrasing."
